epoch,lr,train_loss,train_mae,train_psnr,train_ssim,train_optimizer_steps,train_skipped_optimizer_steps,train_grad_norm,train_amp_scale,val_loss,val_mae,val_psnr,val_ssim,val_foreground_mae,val_foreground_psnr,val_foreground_ssim,val_gradient_mae,val_hfen,train_rec_l1,val_rec_l1,train_rec_ms_ssim,val_rec_ms_ssim,train_rec_edge,val_rec_edge,train_rec_frequency,val_rec_frequency,train_rec_weighted_l1,val_rec_weighted_l1,train_rec_weighted_ms_ssim,val_rec_weighted_ms_ssim,train_rec_weighted_edge,val_rec_weighted_edge,train_rec_weighted_frequency,val_rec_weighted_frequency,train_rec_loss,train_rarecl_latent_loss,train_rarecl_region_loss,train_rarecl_weighted_latent_loss,train_rarecl_weighted_region_loss,train_rarecl_hard_region_fraction,train_rarecl_sampled_hard_fraction,train_rarecl_latent_similarity,train_rarecl_region_positive_similarity
51,0.00005050,0.471229,0.126085,15.2744,0.366913,40,0,0.56264673,131072.0,0.202344,0.126582,14.9417,0.454670,0.136568,14.7156,0.432902,0.07685005,0.79425060,0.12608460,0.12658242,0.53659958,0.46332622,0.04096731,0.03931772,0.00455750,0.00486817,0.05673807,0.05696209,0.16097988,0.13899787,0.00614510,0.00589766,0.00045575,0.00048682,0.22431880,0.17689062,4.76131194,0.00884453,0.23806560,0.20000694,0.24674479,0.82310938,0.82014936
52,0.00004895,0.467551,0.128185,15.2015,0.378303,40,0,0.61467410,131072.0,0.202575,0.127044,14.9477,0.455340,0.137280,14.6978,0.434194,0.07708932,0.78139408,0.12818549,0.12704392,0.52314634,0.46321196,0.04062455,0.03936412,0.00423252,0.00537391,0.05768347,0.05716976,0.15694391,0.13896359,0.00609368,0.00590462,0.00042325,0.00053739,0.22114431,0.17618601,4.75194181,0.00880930,0.23759710,0.20000694,0.24895833,0.82381398,0.81983715
53,0.00004739,0.458322,0.127435,15.2315,0.396147,40,0,0.53962479,131072.0,0.199927,0.124535,15.0562,0.457790,0.135716,14.7151,0.436322,0.07625354,0.79874735,0.12743465,0.12453542,0.50146857,0.45822570,0.04076112,0.03919110,0.00429502,0.00539531,0.05734559,0.05604094,0.15044058,0.13746772,0.00611417,0.00587867,0.00042950,0.00053953,0.21432983,0.17686302,4.70298202,0.00884315,0.23514910,0.20000694,0.24069010,0.82313698,0.82088169
54,0.00004584,0.483775,0.129216,15.1614,0.337782,40,0,0.60784989,131072.0,0.201542,0.125825,15.0431,0.455125,0.137098,14.6908,0.431474,0.07672496,0.79732610,0.12921613,0.12582451,0.57116286,0.46165966,0.04020356,0.03923400,0.00410174,0.00537823,0.05814726,0.05662103,0.17134887,0.13849790,0.00603053,0.00588510,0.00041017,0.00053782,0.23593683,0.17527126,4.78150153,0.00876356,0.23907508,0.20000694,0.24765625,0.82472875,0.82220879
55,0.00004430,0.455757,0.125185,15.3072,0.396763,40,0,0.58059842,131072.0,0.197993,0.123546,15.0881,0.461902,0.134584,14.7597,0.440707,0.07554472,0.79184622,0.12518536,0.12354621,0.50548636,0.45332459,0.04006915,0.03916143,0.00449943,0.00525226,0.05633341,0.05559579,0.15164591,0.13599738,0.00601037,0.00587421,0.00044994,0.00052523,0.21443964,0.17352652,4.65282121,0.00867633,0.23264106,0.20000694,0.24335937,0.82647348,0.82539255
56,0.00004276,0.471125,0.130731,15.1621,0.368871,40,0,0.62644994,131072.0,0.200854,0.126719,14.8736,0.459216,0.137432,14.6118,0.435140,0.07678728,0.78960603,0.13073144,0.12671940,0.53533742,0.45809407,0.04025742,0.03938971,0.00388456,0.00493257,0.05882914,0.05702373,0.16060123,0.13742823,0.00603861,0.00590846,0.00038846,0.00049326,0.22585745,0.18494834,4.72040161,0.00924742,0.23602008,0.20000694,0.25335286,0.81505166,0.81285498
57,0.00004122,0.465766,0.121860,15.4164,0.361884,40,0,0.57396261,131072.0,0.200595,0.126067,14.8776,0.458469,0.135965,14.6883,0.434818,0.07611551,0.78342752,0.12186029,0.12606723,0.54072245,0.45807055,0.04058001,0.03919655,0.00424227,0.00563945,0.05483713,0.05673025,0.16221674,0.13742117,0.00608700,0.00587948,0.00042423,0.00056395,0.22356510,0.17212426,4.67189325,0.00860621,0.23359467,0.20000694,0.24557292,0.82787574,0.82483618
58,0.00003970,0.471260,0.124125,15.4025,0.355728,40,0,0.63204434,131072.0,0.198976,0.124151,15.0086,0.460501,0.134458,14.7621,0.437338,0.07611269,0.78499710,0.12412518,0.12415092,0.54579684,0.45546017,0.04114268,0.03923765,0.00369686,0.00584013,0.05585633,0.05586791,0.16373906,0.13663805,0.00617140,0.00588565,0.00036969,0.00058401,0.22613648,0.18034890,4.72211367,0.00901745,0.23610569,0.20000694,0.24820964,0.81965110,0.81756397
59,0.00003819,0.471053,0.127635,15.2356,0.362822,40,0,0.63469958,131072.0,0.197415,0.124019,14.9806,0.465307,0.133863,14.7965,0.442187,0.07517978,0.77945869,0.12763511,0.12401864,0.54214393,0.45050125,0.04057567,0.03907559,0.00505843,0.00594864,0.05743580,0.05580838,0.16264319,0.13515038,0.00608635,0.00586134,0.00050584,0.00059486,0.22667118,0.17793417,4.70970817,0.00889671,0.23548541,0.20000694,0.24544271,0.82206583,0.82045994
60,0.00003669,0.467111,0.127155,15.5056,0.360410,40,0,0.68788622,131072.0,0.197318,0.123381,15.0438,0.464919,0.133617,14.8235,0.440299,0.07587160,0.77540549,0.12715509,0.12338057,0.54229838,0.45140425,0.03993377,0.03913509,0.00332326,0.00505451,0.05721979,0.05552125,0.16268952,0.13542128,0.00599007,0.00587026,0.00033233,0.00050545,0.22623171,0.17469880,4.64288694,0.00873494,0.23214435,0.20000694,0.24886068,0.82530120,0.82386951
61,0.00003520,0.461432,0.122273,15.3204,0.375495,40,0,0.57380626,131072.0,0.194276,0.120346,15.2229,0.469062,0.131267,14.8964,0.444908,0.07573416,0.78409594,0.12227312,0.12034561,0.52756816,0.44588305,0.04031827,0.03891695,0.00397982,0.00517937,0.05502290,0.05415552,0.15827045,0.13376492,0.00604774,0.00583754,0.00039798,0.00051794,0.21973908,0.17216857,4.66169696,0.00860843,0.23308485,0.20000694,0.24762370,0.82783143,0.82447511
62,0.00003373,0.458830,0.118129,15.6804,0.375002,40,0,0.61754729,131072.0,0.197447,0.122916,15.0865,0.464523,0.134026,14.7703,0.439565,0.07606082,0.78920804,0.11812863,0.12291589,0.52711099,0.45253128,0.04026315,0.03893659,0.00370690,0.00535169,0.05315788,0.05531215,0.15813330,0.13575939,0.00603947,0.00584049,0.00037069,0.00053517,0.21770135,0.17450385,4.64806668,0.00872519,0.23240334,0.20000694,0.24267578,0.82549615,0.82258595
63,0.00003228,0.441931,0.119982,15.4690,0.426147,40,0,0.65818248,131072.0,0.193774,0.121148,15.2021,0.472603,0.132441,14.8756,0.447558,0.07496021,0.78001542,0.11998166,0.12114843,0.47083479,0.44314299,0.04051239,0.03872568,0.00579471,0.00505256,0.05399175,0.05451679,0.14125044,0.13294290,0.00607686,0.00580885,0.00057947,0.00050526,0.20189852,0.18071412,4.61992601,0.00903571,0.23099630,0.20000694,0.24303385,0.81928588,0.81622666
64,0.00003084,0.475092,0.129964,15.3170,0.349483,40,0,0.61691043,131072.0,0.195167,0.120674,15.2216,0.466800,0.131092,14.9202,0.445740,0.07570155,0.78547257,0.12996374,0.12067391,0.55862969,0.44798864,0.03999752,0.03923761,0.00296938,0.00581011,0.05848368,0.05430326,0.16758892,0.13439660,0.00599963,0.00588564,0.00029694,0.00058101,0.23236916,0.17359042,4.68086505,0.00867952,0.23404326,0.20000694,0.24296875,0.82640958,0.82247179
65,0.00002942,0.470894,0.127288,15.2398,0.365063,40,0,0.63921394,131072.0,0.195750,0.122088,15.0651,0.466609,0.132513,14.8157,0.441876,0.07603562,0.78280336,0.12728782,0.12208841,0.53955317,0.44786408,0.04059338,0.03914651,0.00431492,0.00579201,0.05727952,0.05493978,0.16186596,0.13435923,0.00608901,0.00587198,0.00043149,0.00057920,0.22566598,0.18229305,4.72225851,0.00911465,0.23611293,0.20000694,0.24967448,0.81770696,0.81545573
66,0.00002803,0.450705,0.117696,15.8699,0.387032,40,0,0.59018547,131072.0,0.193913,0.120732,15.2624,0.471137,0.131474,14.9645,0.446718,0.07509966,0.77938373,0.11769606,0.12073155,0.51665954,0.44420175,0.03918723,0.03885058,0.00379240,0.00496158,0.05296323,0.05432920,0.15499787,0.13326053,0.00587808,0.00582759,0.00037924,0.00049616,0.21421842,0.16650973,4.56321365,0.00832549,0.22816069,0.20000694,0.25003255,0.83349027,0.83117207
67,0.00002665,0.441963,0.119051,15.6968,0.420731,40,0,0.64075687,131072.0,0.192615,0.119713,15.2568,0.473539,0.130649,14.9374,0.448992,0.07514985,0.78588152,0.11905099,0.11971294,0.48018738,0.44133426,0.03999707,0.03888137,0.00476096,0.00511518,0.05357295,0.05387082,0.14405622,0.13240029,0.00599956,0.00583221,0.00047610,0.00051152,0.20410482,0.17547249,4.58168409,0.00877362,0.22908421,0.20000694,0.24466146,0.82452751,0.82164740
68,0.00002530,0.456460,0.125191,15.4366,0.380650,40,0,0.57297225,131072.0,0.193947,0.121228,15.1805,0.471240,0.132159,14.8756,0.446029,0.07506749,0.78642046,0.12519100,0.12122793,0.52366044,0.44351758,0.03996243,0.03880304,0.00366785,0.00518511,0.05633595,0.05455257,0.15709814,0.13305528,0.00599437,0.00582046,0.00036679,0.00051851,0.21979524,0.16950412,4.56378450,0.00847521,0.22818923,0.20000694,0.24358724,0.83049588,0.82936295
69,0.00002398,0.465313,0.128202,15.2603,0.372241,40,0,0.56585872,131072.0,0.191332,0.119443,15.2872,0.477236,0.130408,14.9648,0.452578,0.07452844,0.78322928,0.12820198,0.11944334,0.53455931,0.43750717,0.04052052,0.03872338,0.00401876,0.00522097,0.05769089,0.05374950,0.16036780,0.13125216,0.00607808,0.00580851,0.00040188,0.00052210,0.22453864,0.17413777,4.64134691,0.00870689,0.23206735,0.20000694,0.24664714,0.82586223,0.82270205
70,0.00002268,0.456580,0.120631,15.7011,0.376526,40,0,0.61378610,131072.0,0.191664,0.119216,15.3382,0.475287,0.130085,15.0179,0.451356,0.07456293,0.77803681,0.12063124,0.11921553,0.52688769,0.43901155,0.04050765,0.03875442,0.00392520,0.00500281,0.05428406,0.05364699,0.15806631,0.13170347,0.00607615,0.00581316,0.00039252,0.00050028,0.21881904,0.17112990,4.58408536,0.00855650,0.22920427,0.20000694,0.24222005,0.82887010,0.82665710
71,0.00002140,0.445358,0.121849,15.6340,0.411649,40,0,0.64432878,131072.0,0.191713,0.119726,15.3714,0.475708,0.130828,15.0255,0.450396,0.07500495,0.77703398,0.12184871,0.11972601,0.48608674,0.43846782,0.04027506,0.03873649,0.00451856,0.00485625,0.05483192,0.05387670,0.14582603,0.13154035,0.00604126,0.00581047,0.00045186,0.00048563,0.20715106,0.17997340,4.58416682,0.00899867,0.22920835,0.20000694,0.24388021,0.82002660,0.81670216
72,0.00002016,0.454649,0.120585,15.6727,0.384410,40,0,0.66116228,131072.0,0.192707,0.120466,15.1683,0.474071,0.130800,14.9166,0.450553,0.07504423,0.77708447,0.12058486,0.12046620,0.51238854,0.44010250,0.04034950,0.03898250,0.00367772,0.00618943,0.05426319,0.05420979,0.15371657,0.13203076,0.00605242,0.00584738,0.00036777,0.00061894,0.21439996,0.18254841,4.62242526,0.00912742,0.23112127,0.20000694,0.24495443,0.81745159,0.81522296
73,0.00001895,0.465657,0.122723,15.4540,0.362251,40,0,0.58086384,131072.0,0.189388,0.117742,15.4119,0.479877,0.128663,15.0771,0.456123,0.07462762,0.77946305,0.12272273,0.11774210,0.54402288,0.43362469,0.04060819,0.03872794,0.00426218,0.00507192,0.05522523,0.05298394,0.16320687,0.13008741,0.00609123,0.00580919,0.00042622,0.00050719,0.22494954,0.17326565,4.64087701,0.00866328,0.23204385,0.20000694,0.24768880,0.82673435,0.82316257
74,0.00001777,0.446651,0.120895,15.5986,0.403716,40,0,0.65574524,131072.0,0.191154,0.118813,15.3540,0.476217,0.130065,15.0059,0.450187,0.07490892,0.78368811,0.12089457,0.11881254,0.49723132,0.43798205,0.03976021,0.03867360,0.00492517,0.00492580,0.05440255,0.05346564,0.14916940,0.13139462,0.00596403,0.00580104,0.00049252,0.00049258,0.21002851,0.17144645,4.56099881,0.00857232,0.22804994,0.20000694,0.24915365,0.82855354,0.82496571
75,0.00001661,0.446317,0.116406,15.9497,0.399058,40,0,0.64554744,131072.0,0.190625,0.118515,15.4056,0.477347,0.129513,15.0695,0.452344,0.07504937,0.77957042,0.11640558,0.11851453,0.50271689,0.43664946,0.03971803,0.03880709,0.00368386,0.00477435,0.05238251,0.05333154,0.15081507,0.13099485,0.00595771,0.00582106,0.00036839,0.00047744,0.20952367,0.17361729,4.56224036,0.00868086,0.22811202,0.20000694,0.23818359,0.82638271,0.82349517
76,0.00001550,0.459751,0.120043,15.5777,0.377833,40,0,0.63111999,131072.0,0.189630,0.117560,15.3882,0.478947,0.128318,15.0751,0.454153,0.07465863,0.77841345,0.12004259,0.11755994,0.52760960,0.43466496,0.03965853,0.03873050,0.00378149,0.00518972,0.05401917,0.05290197,0.15828289,0.13039949,0.00594878,0.00580957,0.00037815,0.00051897,0.21862898,0.17872321,4.64371933,0.00893616,0.23218597,0.20000694,0.24729818,0.82127680,0.81801871
77,0.00001442,0.452339,0.122048,15.6837,0.385683,40,0,0.65802467,131072.0,0.189598,0.117250,15.4583,0.477556,0.128251,15.1084,0.452707,0.07475896,0.78113753,0.12204777,0.11724983,0.51501808,0.43517352,0.04049262,0.03873117,0.00322266,0.00473954,0.05492149,0.05276242,0.15450543,0.13055206,0.00607389,0.00580968,0.00032227,0.00047395,0.21582308,0.17514113,4.55517408,0.00875706,0.22775871,0.20000694,0.24580078,0.82485887,0.82319420
78,0.00001337,0.463908,0.117952,15.7562,0.356683,40,0,0.58585413,131072.0,0.189340,0.116991,15.4259,0.478441,0.127858,15.0954,0.454176,0.07460459,0.77973823,0.11795196,0.11699144,0.54901487,0.43456448,0.04053725,0.03871845,0.00294078,0.00516272,0.05307838,0.05264615,0.16470447,0.13036935,0.00608059,0.00580777,0.00029408,0.00051627,0.22415752,0.17495452,4.62005230,0.00874773,0.23100262,0.20000694,0.24075521,0.82504547,0.82336261
79,0.00001236,0.447393,0.119085,15.7386,0.405361,40,0,0.68927627,131072.0,0.189514,0.117022,15.4747,0.477512,0.127963,15.1205,0.452588,0.07511593,0.78026033,0.11908467,0.11702232,0.49307561,0.43522628,0.03963555,0.03874596,0.00385893,0.00474472,0.05358810,0.05266004,0.14792269,0.13056789,0.00594533,0.00581189,0.00038589,0.00047447,0.20784202,0.18418127,4.60682970,0.00920906,0.23034149,0.20000694,0.24300130,0.81581873,0.81510912
80,0.00001139,0.446995,0.120006,15.5754,0.401118,40,0,0.61906015,131072.0,0.189591,0.117938,15.3551,0.479222,0.128784,15.0414,0.454282,0.07444649,0.77645395,0.12000638,0.11793848,0.49897400,0.43400843,0.04061651,0.03864709,0.00397061,0.00518683,0.05400287,0.05307231,0.14969221,0.13020254,0.00609248,0.00579706,0.00039706,0.00051868,0.21018461,0.17729281,4.55890855,0.00886464,0.22794543,0.20000694,0.24303385,0.82270719,0.81909580
81,0.00001045,0.440887,0.117225,15.7949,0.405308,40,0,0.61031597,131072.0,0.189368,0.117742,15.3833,0.479751,0.128555,15.0610,0.455474,0.07439589,0.77732825,0.11722480,0.11774226,0.49608829,0.43359324,0.03935650,0.03865087,0.00320734,0.00508676,0.05275116,0.05298402,0.14882649,0.13007798,0.00590348,0.00579763,0.00032073,0.00050868,0.20780186,0.16904983,4.49266139,0.00845249,0.22463307,0.20000694,0.24423828,0.83095016,0.82834227
82,0.00000956,0.450239,0.121956,15.5564,0.395627,40,0,0.60886836,131072.0,0.188726,0.117229,15.4638,0.480931,0.128545,15.0836,0.455829,0.07431327,0.78394163,0.12195635,0.11722880,0.50523867,0.43236678,0.04093611,0.03855938,0.00393997,0.00479281,0.05488036,0.05275296,0.15157161,0.12971004,0.00614042,0.00578391,0.00039400,0.00047928,0.21298638,0.17522907,4.56983172,0.00876145,0.22849159,0.20000694,0.24423828,0.82477093,0.82057803
83,0.00000871,0.431251,0.108844,16.3157,0.418380,40,0,0.64912250,131072.0,0.189311,0.117751,15.3386,0.480545,0.128457,15.0326,0.456347,0.07426993,0.78149533,0.10884363,0.11775147,0.48214722,0.43333945,0.03835312,0.03861911,0.00325772,0.00528071,0.04897963,0.05298816,0.14464417,0.13000184,0.00575297,0.00579287,0.00032577,0.00052807,0.19970254,0.16756143,4.46341174,0.00837807,0.22317059,0.20000694,0.24544271,0.83243857,0.83089095
84,0.00000789,0.429885,0.112950,15.9501,0.438220,40,0,0.69376544,131072.0,0.188873,0.117512,15.4227,0.481024,0.128482,15.0786,0.456474,0.07428778,0.78077561,0.11295046,0.11751245,0.45865464,0.43237986,0.03990775,0.03859168,0.00415801,0.00489179,0.05082771,0.05288060,0.13759640,0.12971397,0.00598616,0.00578875,0.00041580,0.00048918,0.19482607,0.17696284,4.52422196,0.00884814,0.22621110,0.20000694,0.23645833,0.82303716,0.82023500
85,0.00000712,0.449590,0.117757,15.6735,0.388316,40,0,0.62695376,131072.0,0.188028,0.116792,15.4155,0.482309,0.127841,15.0691,0.457873,0.07404285,0.78203172,0.11775730,0.11679199,0.51478950,0.43051910,0.03975105,0.03860827,0.00322704,0.00524625,0.05299078,0.05255639,0.15443686,0.12915573,0.00596266,0.00579124,0.00032270,0.00052462,0.21371300,0.17376903,4.54378073,0.00868845,0.22718904,0.20000694,0.24586589,0.82623098,0.82221296
86,0.00000640,0.443354,0.115680,15.8551,0.396120,40,0,0.61132006,131072.0,0.187480,0.116219,15.4678,0.483313,0.127426,15.0989,0.458586,0.07401539,0.78151299,0.11567989,0.11621940,0.50571173,0.42963369,0.03916874,0.03852747,0.00341622,0.00512191,0.05205595,0.05229873,0.15171352,0.12889011,0.00587531,0.00577912,0.00034162,0.00051219,0.20998641,0.17064427,4.49670595,0.00853221,0.22483530,0.20000694,0.24062500,0.82935573,0.82761487
87,0.00000571,0.453137,0.121098,15.6124,0.384403,40,0,0.66630670,131072.0,0.188245,0.117162,15.4056,0.482552,0.128303,15.0581,0.457347,0.07405974,0.77927795,0.12109832,0.11716166,0.51790041,0.43077140,0.04059928,0.03852557,0.00362568,0.00512191,0.05449424,0.05272275,0.15537013,0.12923142,0.00608989,0.00577884,0.00036257,0.00051219,0.21631683,0.17842736,4.55796667,0.00892137,0.22789834,0.20000694,0.24430339,0.82157264,0.81916305
88,0.00000507,0.433640,0.113093,16.0417,0.418846,40,0,0.64343352,131072.0,0.187678,0.116622,15.4563,0.483569,0.127779,15.0982,0.458729,0.07407889,0.77986368,0.11309350,0.11662182,0.48351828,0.42971406,0.03940639,0.03855127,0.00365712,0.00501006,0.05089207,0.05247982,0.14505549,0.12891422,0.00591096,0.00578269,0.00036571,0.00050101,0.20222423,0.16477900,4.46353906,0.00823895,0.22317696,0.20000694,0.24257812,0.83522100,0.83131651
89,0.00000448,0.442371,0.114669,15.9142,0.397699,40,0,0.60311827,131072.0,0.187399,0.116219,15.4943,0.483277,0.127461,15.1222,0.458464,0.07421242,0.77941915,0.11466947,0.11621869,0.50397018,0.42939211,0.03980071,0.03861271,0.00360407,0.00491125,0.05160126,0.05229841,0.15119106,0.12881764,0.00597011,0.00579191,0.00036041,0.00049113,0.20912283,0.16778677,4.49717589,0.00838934,0.22485880,0.20000694,0.24303385,0.83221323,0.82794053
90,0.00000393,0.427019,0.115883,15.9578,0.444923,40,0,0.67582754,131072.0,0.187180,0.115861,15.5251,0.483480,0.127109,15.1474,0.458756,0.07425580,0.78130838,0.11588300,0.11586121,0.45376803,0.42923633,0.03950411,0.03860942,0.00392170,0.00479983,0.05214735,0.05213754,0.13613041,0.12877090,0.00592562,0.00579141,0.00039217,0.00047998,0.19459555,0.17609169,4.47236987,0.00880458,0.22361850,0.20000694,0.24007161,0.82390832,0.82242298
91,0.00000342,0.455609,0.116443,15.8640,0.364535,40,0,0.59620592,131072.0,0.187470,0.116147,15.5284,0.482870,0.127414,15.1466,0.457993,0.07426837,0.78233044,0.11644301,0.11614680,0.53940978,0.42982169,0.03941363,0.03856577,0.00324134,0.00472189,0.05239935,0.05226606,0.16182294,0.12894651,0.00591204,0.00578487,0.00032413,0.00047219,0.22045847,0.16740632,4.53561280,0.00837032,0.22678064,0.20000694,0.24101563,0.83259368,0.82885793
92,0.00000297,0.447558,0.124459,15.4261,0.408538,40,0,0.62229014,131072.0,0.187827,0.116457,15.4944,0.482367,0.127727,15.1212,0.457156,0.07431037,0.78181232,0.12445910,0.11645736,0.49313024,0.43053579,0.04062533,0.03855419,0.00408196,0.00477381,0.05600659,0.05240581,0.14793908,0.12916074,0.00609380,0.00578313,0.00040820,0.00047738,0.21044767,0.17777748,4.56443444,0.00888887,0.22822172,0.20000694,0.24479167,0.82222253,0.81942032
93,0.00000256,0.448337,0.121490,15.5776,0.407116,40,0,0.61539883,131072.0,0.187046,0.115827,15.5206,0.483913,0.127111,15.1430,0.458949,0.07415088,0.78119246,0.12148963,0.11582677,0.49646808,0.42886183,0.04044777,0.03853188,0.00406104,0.00485760,0.05467033,0.05212204,0.14894043,0.12865855,0.00606717,0.00577978,0.00040610,0.00048576,0.21008403,0.18001718,4.58503454,0.00900086,0.22925173,0.20000694,0.24088542,0.81998282,0.81632964
94,0.00000219,0.449745,0.119178,15.6171,0.388790,40,0,0.59211083,131072.0,0.186675,0.115429,15.5524,0.484379,0.126804,15.1615,0.459339,0.07414453,0.78167105,0.11917825,0.11542876,0.51313996,0.42826147,0.04073775,0.03850564,0.00377133,0.00477286,0.05363021,0.05194294,0.15394200,0.12847845,0.00611066,0.00577585,0.00037713,0.00047729,0.21406000,0.17528409,4.53840803,0.00876420,0.22692040,0.20000694,0.24785156,0.82471591,0.82128652
95,0.00000188,0.439797,0.115984,15.6899,0.409580,40,0,0.67331772,131072.0,0.186760,0.115571,15.5396,0.484333,0.126914,15.1541,0.459225,0.07421922,0.78100057,0.11598425,0.11557102,0.49057757,0.42830283,0.03975871,0.03853607,0.00405452,0.00481708,0.05219291,0.05200696,0.14717328,0.12849085,0.00596381,0.00578041,0.00040545,0.00048171,0.20573544,0.17207668,4.50915557,0.00860383,0.22545778,0.20000694,0.24423828,0.82792332,0.82457454
96,0.00000161,0.433248,0.117592,15.9172,0.428300,40,0,0.67057151,131072.0,0.186900,0.115847,15.5202,0.484394,0.127118,15.1427,0.459360,0.07417067,0.78081591,0.11759184,0.11584726,0.47040049,0.42833951,0.03957898,0.03853746,0.00348211,0.00486052,0.05291633,0.05213127,0.14112015,0.12850186,0.00593685,0.00578062,0.00034821,0.00048605,0.20032154,0.17409951,4.48442990,0.00870498,0.22422150,0.20000694,0.24684245,0.82590049,0.82361415
97,0.00000139,0.441354,0.114311,15.9864,0.400586,40,0,0.62881049,131072.0,0.186840,0.115754,15.5245,0.484467,0.126942,15.1508,0.459665,0.07413065,0.78078455,0.11431117,0.11575354,0.49868995,0.42829063,0.03953193,0.03852716,0.00379930,0.00484552,0.05144003,0.05208909,0.14960699,0.12848719,0.00592979,0.00577907,0.00037993,0.00048455,0.20735674,0.17040640,4.50953875,0.00852032,0.22547694,0.20000694,0.24375000,0.82959360,0.82550511
98,0.00000122,0.443158,0.114238,15.8303,0.400685,40,0,0.63311360,131072.0,0.186834,0.115703,15.5292,0.484411,0.126910,15.1533,0.459511,0.07414861,0.78069130,0.11423848,0.11570290,0.49803449,0.42836462,0.04037084,0.03850313,0.00388238,0.00482464,0.05140732,0.05206630,0.14941035,0.12850939,0.00605563,0.00577547,0.00038824,0.00048246,0.20726153,0.17479195,4.54313784,0.00873960,0.22715689,0.20000694,0.23994141,0.82520805,0.82009715
99,0.00000110,0.442244,0.116496,15.8451,0.403727,40,0,0.59437843,131072.0,0.186771,0.115629,15.5334,0.484470,0.126828,15.1581,0.459541,0.07415055,0.78001528,0.11649635,0.11562854,0.49710824,0.42827179,0.03994914,0.03849816,0.00445423,0.00481509,0.05242336,0.05203284,0.14913248,0.12848154,0.00599237,0.00577472,0.00044542,0.00048151,0.20799363,0.17286899,4.51212841,0.00864345,0.22560642,0.20000694,0.23932292,0.82713101,0.82482653
100,0.00000102,0.429674,0.116075,15.9224,0.437788,40,0,0.67209119,262144.0,0.186769,0.115610,15.5374,0.484423,0.126832,15.1591,0.459449,0.07415138,0.77975810,0.11607518,0.11560964,0.45307907,0.42829423,0.04032048,0.03849400,0.00374566,0.00481871,0.05223383,0.05202434,0.13592373,0.12848828,0.00604807,0.00577410,0.00037457,0.00048187,0.19458020,0.18387160,4.51801300,0.00919358,0.22590065,0.20000694,0.24514974,0.81612841,0.81186586
