epoch,lr,train_loss,train_mae,train_psnr,train_ssim,train_optimizer_steps,train_skipped_optimizer_steps,train_grad_norm,train_amp_scale,val_loss,val_mae,val_psnr,val_ssim,val_foreground_mae,val_foreground_psnr,val_foreground_ssim,val_gradient_mae,val_hfen,train_rec_l1,val_rec_l1,train_rec_ms_ssim,val_rec_ms_ssim,train_rec_edge,val_rec_edge,train_rec_frequency,val_rec_frequency,train_rec_weighted_l1,val_rec_weighted_l1,train_rec_weighted_ms_ssim,val_rec_weighted_ms_ssim,train_rec_weighted_edge,val_rec_weighted_edge,train_rec_weighted_frequency,val_rec_weighted_frequency,train_rec_loss,train_medrecl_loss,train_medrecl_weighted_loss,train_medrecl_weight,train_medrecl_structure_weight,train_medrecl_appearance_weight,train_medrecl_structure_gradient_scale,train_medrecl_appearance_gradient_scale,train_medrecl_structure_gradient_ratio,train_medrecl_appearance_gradient_ratio,train_medrecl_appearance_amplitude_loss,train_medrecl_appearance_contextual_loss,train_medrecl_appearance_stat_loss,train_medrecl_soft_positive_similarity,train_medrecl_false_negative_ratio,train_medrecl_invariance_loss
33,0.00007702,0.266305,0.144904,14.3831,0.331899,40,0,0.39351476,65536.0,0.219137,0.134904,14.2606,0.419063,0.144314,14.1214,0.408062,0.07919920,0.80744632,0.14490402,0.13490415,0.57937579,0.50616065,0.04108286,0.04029157,0.00433334,0.00537990,0.06520681,0.06070686,0.17381274,0.15184820,0.00616243,0.00604374,0.00043333,0.00053799,0.24561531,9.2898586750e+00,0.02068986,0.00222694,0.00222694,0.00000000,1.00000000,1.00000000,0.00207998,0.00000000,0.00000000,0.00000000,0.00000000,0.04632994,0.00000000,0.51700664
34,0.00007570,0.266017,0.139219,14.5687,0.330728,40,0,0.39746518,65536.0,0.217142,0.136702,14.1495,0.427023,0.146453,14.0213,0.410397,0.07852518,0.80121018,0.13921917,0.13670190,0.57811546,0.49687221,0.04095840,0.04027492,0.00460708,0.00523391,0.06264863,0.06151585,0.17343464,0.14906167,0.00614376,0.00604124,0.00046071,0.00052339,0.24268774,9.1104443073e+00,0.02332948,0.00256180,0.00256180,0.00000000,1.00000000,1.00000000,0.00395791,0.00000000,0.00000000,0.00000000,0.00000000,0.04323848,0.00000000,0.54332637
35,0.00007435,0.269681,0.141696,14.4734,0.335002,40,0,0.42591508,65536.0,0.219446,0.139090,13.9614,0.425044,0.148659,13.8586,0.408239,0.07855365,0.80843379,0.14169630,0.13908979,0.57716556,0.50086463,0.04041443,0.04030027,0.00407123,0.00550848,0.06376333,0.06259040,0.17314968,0.15025940,0.00606216,0.00604504,0.00040712,0.00055085,0.24338230,9.0316444397e+00,0.02629886,0.00291170,0.00291170,0.00000000,1.00000000,1.00000000,0.00776562,0.00000000,0.00000000,0.00000000,0.00000000,0.04310346,0.00000000,0.61894173
36,0.00007297,0.265407,0.132983,14.8166,0.343668,40,0,0.38804697,65536.0,0.216622,0.136937,14.1353,0.430684,0.146694,14.0243,0.412264,0.07787648,0.79831064,0.13298264,0.13693655,0.56608670,0.49512937,0.04035790,0.03987352,0.00427692,0.00480450,0.05984219,0.06162145,0.16982602,0.14853882,0.00605368,0.00598103,0.00042769,0.00048045,0.23614958,8.9377141953e+00,0.02925692,0.00327446,0.00327446,0.00000000,1.00000000,1.00000000,0.00332760,0.00000000,0.00000000,0.00000000,0.00000000,0.04375196,0.00000000,0.52963031
37,0.00007158,0.259475,0.131454,14.9116,0.368981,40,0,0.40646022,65536.0,0.214814,0.135075,14.3110,0.431260,0.144541,14.2064,0.412866,0.07849840,0.79088832,0.13145427,0.13507462,0.53819120,0.49173585,0.03966824,0.04014843,0.00554573,0.00487863,0.05915442,0.06078358,0.16145736,0.14752076,0.00595024,0.00602226,0.00055457,0.00048786,0.22711659,8.8719354630e+00,0.03235849,0.00364787,0.00364787,0.00000000,1.00000000,1.00000000,0.00362471,0.00000000,0.00000000,0.00000000,0.00000000,0.04479481,0.00000000,0.47430255
38,0.00007016,0.276825,0.138588,14.5115,0.334348,40,0,0.40780472,65536.0,0.212194,0.133607,14.2923,0.437905,0.142639,14.2164,0.418632,0.07735275,0.79342891,0.13858847,0.13360721,0.57336222,0.48512992,0.04221279,0.03989917,0.00514097,0.00546919,0.06236481,0.06012324,0.17200867,0.14553898,0.00633192,0.00598487,0.00051410,0.00054692,0.24121950,8.8384958744e+00,0.03560521,0.00402961,0.00402961,0.00000000,1.00000000,1.00000000,0.00422744,0.00000000,0.00000000,0.00000000,0.00000000,0.04145808,0.00000000,0.50264254
39,0.00006872,0.265384,0.134469,14.7100,0.371791,40,0,0.41909900,65536.0,0.212115,0.134442,14.2574,0.439842,0.143692,14.1926,0.419451,0.07737803,0.78960724,0.13446914,0.13444240,0.53272554,0.48394630,0.04112614,0.03962455,0.00398963,0.00488422,0.06051111,0.06049908,0.15981767,0.14518390,0.00616892,0.00594368,0.00039896,0.00048842,0.22689666,8.7115865469e+00,0.03848702,0.00441734,0.00441734,0.00000000,1.00000000,1.00000000,0.00501591,0.00000000,0.00000000,0.00000000,0.00000000,0.04347134,0.00000000,0.41180345
40,0.00006727,0.282475,0.139577,14.5171,0.340911,40,0,0.41663299,65536.0,0.217507,0.136053,14.2398,0.428520,0.145988,14.0964,0.404552,0.07898320,0.79239125,0.13957704,0.13605271,0.57177597,0.49942958,0.04078510,0.03999997,0.00535840,0.00454546,0.06280967,0.06122372,0.17153280,0.14982888,0.00611777,0.00600000,0.00053584,0.00045455,0.24099607,8.6282179236e+00,0.04147923,0.00480866,0.00480866,0.00000000,1.00000000,1.00000000,0.00819425,0.00000000,0.00000000,0.00000000,0.00000000,0.03924100,0.00000000,0.53626018
41,0.00006580,0.279684,0.136787,14.7743,0.354790,40,0,0.41516466,65536.0,0.210874,0.131440,14.4099,0.440082,0.140639,14.2855,0.423702,0.07680375,0.79272235,0.13678713,0.13143960,0.55705577,0.48354042,0.03922331,0.03962665,0.00440966,0.00720257,0.06155421,0.05914782,0.16711674,0.14506213,0.00588350,0.00594400,0.00044097,0.00072026,0.23499541,8.5936226845e+00,0.04468892,0.00520115,0.00520115,0.00000000,1.00000000,1.00000000,0.01342091,0.00000000,0.00000000,0.00000000,0.00000000,0.04420005,0.00000000,0.52964005
42,0.00006431,0.277644,0.132288,14.8194,0.361400,40,0,0.44233001,65536.0,0.212406,0.134135,14.3895,0.439266,0.144151,14.2203,0.416073,0.07749879,0.79502550,0.13228841,0.13413512,0.54666320,0.48537810,0.04017092,0.03961179,0.00470322,0.00490361,0.05952978,0.06036080,0.16399897,0.14561344,0.00602564,0.00594177,0.00047032,0.00049036,0.23002471,8.5171021223e+00,0.04761967,0.00559241,0.00559241,0.00000000,1.00000000,1.00000000,0.00725576,0.00000000,0.00000000,0.00000000,0.00000000,0.04179879,0.00000000,0.45860351
43,0.00006281,0.282428,0.132153,14.8627,0.359255,40,0,0.38003862,65536.0,0.208594,0.131881,14.3795,0.447136,0.141689,14.2402,0.425279,0.07670807,0.79409166,0.13215251,0.13188063,0.55263342,0.47590632,0.03965273,0.03949530,0.00371337,0.00551173,0.05946863,0.05934628,0.16579003,0.14277190,0.00594791,0.00592430,0.00037134,0.00055117,0.23157791,8.5042248607e+00,0.05084981,0.00598001,0.00598001,0.00000000,1.00000000,1.00000000,0.02028939,0.00000000,0.00000000,0.00000000,0.00000000,0.04251067,0.00000000,0.52225615
44,0.00006130,0.278646,0.133118,14.9437,0.378513,40,0,0.43920740,65536.0,0.205892,0.129291,14.5994,0.450004,0.138598,14.4880,0.428158,0.07657849,0.78206217,0.13311785,0.12929113,0.52862206,0.47064757,0.03960192,0.03961153,0.00517338,0.00574961,0.05990303,0.05818101,0.15858662,0.14119428,0.00594029,0.00594173,0.00051734,0.00057496,0.22494728,8.4396509886e+00,0.05369829,0.00636158,0.00636158,0.00000000,1.00000000,1.00000000,0.00596063,0.00000000,0.00000000,0.00000000,0.00000000,0.04577729,0.00000000,0.49337500
45,0.00005978,0.274280,0.126459,15.0665,0.386767,40,0,0.41221870,65536.0,0.206840,0.130339,14.4717,0.449820,0.139582,14.3831,0.427115,0.07580692,0.78388317,0.12645942,0.13033902,0.51767474,0.47237404,0.03878039,0.03929015,0.00465898,0.00581876,0.05690674,0.05865256,0.15530243,0.14171222,0.00581706,0.00589352,0.00046590,0.00058188,0.21849212,8.2833035588e+00,0.05578762,0.00673474,0.00673474,0.00000000,1.00000000,1.00000000,0.00474669,0.00000000,0.00000000,0.00000000,0.00000000,0.04435421,0.00000000,0.45996442
46,0.00005824,0.284670,0.132404,14.9981,0.372142,40,0,0.43660890,65536.0,0.205201,0.127124,14.7476,0.450296,0.136831,14.5671,0.431501,0.07600946,0.78921948,0.13240399,0.12712439,0.53249450,0.47160494,0.04048930,0.03933027,0.00486701,0.00613990,0.05958180,0.05720597,0.15974835,0.14148149,0.00607339,0.00589954,0.00048670,0.00061399,0.22589024,8.2830344319e+00,0.05877936,0.00709722,0.00709722,0.00000000,1.00000000,1.00000000,0.01234907,0.00000000,0.00000000,0.00000000,0.00000000,0.04427142,0.00000000,0.43282936
47,0.00005670,0.284901,0.131854,15.0342,0.377904,40,0,0.40515421,65536.0,0.209596,0.132133,14.4252,0.443575,0.141934,14.2986,0.419248,0.07751051,0.78505743,0.13185403,0.13213283,0.52465381,0.47868776,0.04007182,0.03972312,0.00474547,0.00571590,0.05933431,0.05945977,0.15739615,0.14360634,0.00601077,0.00595847,0.00047455,0.00057159,0.22321578,8.2831924558e+00,0.06168514,0.00744676,0.00744676,0.00000000,1.00000000,1.00000000,0.01165275,0.00000000,0.00000000,0.00000000,0.00000000,0.04600120,0.00000000,0.44586843
48,0.00005516,0.283310,0.126495,15.1104,0.384787,40,0,0.43125068,65536.0,0.206597,0.131315,14.4840,0.451929,0.141367,14.3143,0.429727,0.07534321,0.80260402,0.12649512,0.13131481,0.52136989,0.46996286,0.04004937,0.03941729,0.00495403,0.00603695,0.05692280,0.05909166,0.15641097,0.14098886,0.00600741,0.00591259,0.00049540,0.00060370,0.21983658,8.1572961926e+00,0.06347301,0.00778122,0.00778122,0.00000000,1.00000000,1.00000000,0.00289821,0.00000000,0.00000000,0.00000000,0.00000000,0.04396597,0.00000000,0.44147136
49,0.00005361,0.285237,0.124332,15.2925,0.385249,40,0,0.47559879,65536.0,0.200932,0.123614,14.9223,0.456603,0.132691,14.7661,0.440557,0.07604108,0.78122798,0.12433209,0.12361429,0.52347921,0.46279858,0.03954842,0.03928623,0.00518161,0.00572571,0.05594944,0.05562643,0.15704377,0.13883958,0.00593226,0.00589293,0.00051816,0.00057257,0.21944363,8.1243680954e+00,0.06579322,0.00809853,0.00809853,0.00000000,1.00000000,1.00000000,0.00737566,0.00000000,0.00000000,0.00000000,0.00000000,0.04406610,0.00000000,0.42158668
50,0.00005205,0.282773,0.124545,15.2505,0.398971,40,0,0.46612969,131072.0,0.205280,0.129672,14.4477,0.454592,0.139036,14.3420,0.431932,0.07656560,0.79357128,0.12454497,0.12967154,0.50894339,0.46796399,0.03934918,0.03951320,0.00349430,0.00611188,0.05604524,0.05835219,0.15268302,0.14038920,0.00590238,0.00592698,0.00034943,0.00061119,0.21498007,8.0734999657e+00,0.06779245,0.00839673,0.00839673,0.00000000,1.00000000,1.00000000,0.00603568,0.00000000,0.00000000,0.00000000,0.00000000,0.04518432,0.00000000,0.48202963
51,0.00005050,0.296795,0.131519,15.0609,0.373021,40,0,0.43467187,131072.0,0.206636,0.132126,14.3761,0.451649,0.141733,14.2892,0.426845,0.07653913,0.78200178,0.13151942,0.13212575,0.53547934,0.46903878,0.03908673,0.03947361,0.00438712,0.00546289,0.05918374,0.05945658,0.16064381,0.14071164,0.00586301,0.00592104,0.00043871,0.00054629,0.22612927,8.3322901011e+00,0.07066582,0.00848061,0.00867400,0.00000279,1.00000000,1.00000000,0.00999447,0.00000000,0.06687360,0.46916037,0.05630131,0.04409204,0.00000000,0.51520057
52,0.00004895,0.283530,0.122775,15.3994,0.404834,40,0,0.44712631,131072.0,0.204537,0.128657,14.5613,0.454506,0.138033,14.4580,0.430216,0.07701596,0.78558286,0.12277500,0.12865684,0.50287335,0.46699504,0.03876224,0.03954629,0.00434881,0.00610666,0.05524875,0.05789558,0.15086201,0.14009852,0.00581434,0.00593194,0.00043488,0.00061067,0.21235997,8.1481368423e+00,0.07117002,0.00873402,0.00892861,0.00001907,1.00000000,1.00000000,0.01201604,0.00000000,0.05341051,0.47015590,0.04818058,0.04582068,0.00000000,0.48940370
53,0.00004739,0.283578,0.123741,15.2183,0.414774,40,0,0.42216931,131072.0,0.204944,0.129171,14.6088,0.454108,0.138588,14.4986,0.429827,0.07641683,0.78530805,0.12374065,0.12917135,0.49272847,0.46782073,0.03928555,0.03931966,0.00519056,0.00573169,0.05568329,0.05812711,0.14781855,0.14034622,0.00589283,0.00589795,0.00051906,0.00057317,0.20991372,8.2131249189e+00,0.07366455,0.00896920,0.00915900,0.00005130,1.00000000,1.00000000,0.01712831,0.00000000,0.04678019,0.45984805,0.05480678,0.04754818,0.00000000,0.44764718
54,0.00004584,0.297181,0.124138,15.1642,0.373485,40,0,0.42382914,131072.0,0.204802,0.128114,14.8110,0.452172,0.138092,14.6221,0.425919,0.07704595,0.78028190,0.12413788,0.12811357,0.53352467,0.46911512,0.03926824,0.03937043,0.00377096,0.00510496,0.05586204,0.05765111,0.16005741,0.14073454,0.00589024,0.00590556,0.00037710,0.00051050,0.22218678,8.1834478855e+00,0.07499467,0.00916415,0.00936376,0.00009922,1.00000000,1.00000000,0.00879071,0.00000000,0.04925397,0.46815751,0.05879847,0.04445575,0.00000000,0.49169545
55,0.00004430,0.293198,0.127363,15.0578,0.396639,40,0,0.47148697,131072.0,0.201791,0.128151,14.4933,0.462971,0.137743,14.3686,0.440442,0.07526412,0.79757119,0.12736303,0.12815066,0.51215979,0.45808709,0.03982693,0.03943960,0.00442830,0.00781391,0.05731336,0.05766780,0.15364794,0.13742614,0.00597404,0.00591594,0.00044283,0.00078139,0.21737817,8.1142967820e+00,0.07582022,0.00934431,0.00954160,0.00016244,1.00000000,1.00000000,0.01243816,0.00000000,0.04264368,0.46507158,0.05478767,0.04489814,0.00000000,0.46835916
56,0.00004276,0.300274,0.135500,14.7309,0.390724,40,0,0.41805832,131072.0,0.203214,0.128544,14.7185,0.456488,0.138354,14.5674,0.430289,0.07679135,0.78306218,0.13549980,0.12854385,0.51837046,0.46319348,0.04026850,0.03937134,0.00483346,0.00505351,0.06097491,0.05784473,0.15551115,0.13895805,0.00604028,0.00590570,0.00048335,0.00050535,0.22300968,8.1399128318e+00,0.07726418,0.00949249,0.00969145,0.00024046,1.00000000,1.00000000,0.00448976,0.00000000,0.04232334,0.47102212,0.05788183,0.04513320,0.00000000,0.54933843
57,0.00004122,0.302077,0.127729,15.1118,0.373325,40,0,0.44906512,131072.0,0.198229,0.123367,14.9751,0.465282,0.132860,14.8023,0.442036,0.07582852,0.78617128,0.12772931,0.12336748,0.53544366,0.45423879,0.03995294,0.03917771,0.00508771,0.00565701,0.05747819,0.05551536,0.16063310,0.13627165,0.00599294,0.00587666,0.00050877,0.00056570,0.22461300,8.0530016661e+00,0.07746385,0.00961892,0.00981237,0.00033265,1.00000000,1.00000000,0.00648194,0.00000000,0.03539958,0.45901072,0.05143044,0.04457864,0.00000000,0.52877495
58,0.00003970,0.289826,0.121443,15.3019,0.401382,40,0,0.46234049,131072.0,0.201064,0.126594,14.6378,0.462460,0.136340,14.5074,0.437238,0.07549745,0.79472481,0.12144341,0.12659446,0.50317668,0.45858095,0.04031667,0.03927089,0.00506938,0.00631357,0.05464953,0.05696751,0.15095301,0.13757429,0.00604750,0.00589063,0.00050694,0.00063136,0.21215698,7.9930750847e+00,0.07766911,0.00971641,0.00990362,0.00043826,1.00000000,1.00000000,0.01418663,0.00000000,0.03077014,0.44801239,0.05029644,0.04593138,0.00000000,0.44275358
59,0.00003819,0.310759,0.136794,14.7715,0.367163,40,0,0.45781378,131072.0,0.198506,0.124033,14.8789,0.465313,0.133823,14.6855,0.442297,0.07532137,0.79651938,0.13679376,0.12403270,0.54427665,0.45397152,0.04046687,0.03927928,0.00497284,0.00607917,0.06155719,0.05581471,0.16328300,0.13619146,0.00607003,0.00589189,0.00049728,0.00060792,0.23140751,8.1185313463e+00,0.07935192,0.00977500,0.00996464,0.00055645,1.00000000,1.00000000,0.01230380,0.00000000,0.03390816,0.46160668,0.05464564,0.04505997,0.00000000,0.57681628
60,0.00003669,0.295772,0.122741,15.4314,0.387356,40,0,0.43843859,131072.0,0.198790,0.123203,14.9931,0.463499,0.132617,14.8277,0.439161,0.07660231,0.77813745,0.12274078,0.12320307,0.52059610,0.45616615,0.03998662,0.03927703,0.00468132,0.00606928,0.05523335,0.05544138,0.15617884,0.13684985,0.00599799,0.00589156,0.00046813,0.00060693,0.21787831,7.9413427711e+00,0.07789368,0.00980852,0.00999505,0.00068625,1.00000000,1.00000000,0.00896394,0.00000000,0.02879116,0.45550042,0.05128221,0.04742113,0.00000000,0.48077993
61,0.00003520,0.292266,0.124536,15.1697,0.401553,40,0,0.53074565,131072.0,0.201637,0.125553,14.7332,0.458668,0.135491,14.5586,0.433508,0.07606320,0.79421373,0.12453644,0.12555296,0.50612103,0.46212223,0.03897887,0.03923536,0.00503413,0.00616692,0.05604139,0.05649883,0.15183632,0.13863667,0.00584683,0.00588530,0.00050341,0.00061669,0.21422795,7.9493952036e+00,0.07803847,0.00981695,0.01000000,0.00082664,1.00000000,1.00000000,0.00661039,0.00000000,0.02812636,0.45508084,0.05274635,0.04616728,0.00000000,0.46467838
62,0.00003373,0.298372,0.124963,15.2245,0.386001,40,0,0.43666018,131072.0,0.196502,0.122679,14.9685,0.468529,0.131982,14.8208,0.444691,0.07543588,0.78221069,0.12496301,0.12267930,0.52408857,0.44950448,0.03932666,0.03910300,0.00492910,0.00579816,0.05623335,0.05520568,0.15722658,0.13485135,0.00589900,0.00586545,0.00049291,0.00057982,0.21985184,7.9983731747e+00,0.07852018,0.00981702,0.01000000,0.00097647,1.00000000,1.00000000,0.02587611,0.00000000,0.02953988,0.46383882,0.05309900,0.04753948,0.00000000,0.51780889
63,0.00003228,0.289000,0.123793,15.4206,0.408302,40,0,0.45962972,131072.0,0.199057,0.123846,14.9389,0.463705,0.133721,14.7523,0.438404,0.07607257,0.78372882,0.12379302,0.12384626,0.49838610,0.45620989,0.03936719,0.03920874,0.00426765,0.00581919,0.05570686,0.05573082,0.14951583,0.13686297,0.00590508,0.00588131,0.00042677,0.00058192,0.21155454,7.8841606498e+00,0.07744548,0.00982281,0.01000000,0.00113455,1.00000000,1.00000000,0.01287205,0.00000504,0.02535258,0.45724379,0.05128100,0.04750167,0.00000000,0.45871134
64,0.00003084,0.301742,0.124803,15.2984,0.377607,40,0,0.44271598,131072.0,0.196182,0.122892,14.9448,0.470722,0.132733,14.7473,0.446757,0.07528852,0.79011142,0.12480345,0.12289216,0.53934790,0.44798636,0.03856634,0.03916486,0.00349881,0.00609598,0.05616155,0.05530147,0.16180438,0.13439591,0.00578495,0.00587473,0.00034988,0.00060960,0.22410076,7.9068117976e+00,0.07764090,0.00981965,0.01000000,0.00129959,1.00000000,1.00000000,0.01382031,0.00000000,0.02835635,0.47278674,0.05150288,0.04562437,0.00000000,0.59389955
65,0.00002942,0.277190,0.118356,15.5790,0.437139,40,0,0.48855601,131072.0,0.198423,0.123598,14.8938,0.465346,0.133779,14.6792,0.439988,0.07522875,0.78783439,0.11835581,0.12359770,0.46810327,0.45434736,0.03865045,0.03907812,0.00412855,0.00638418,0.05326011,0.05561896,0.14043099,0.13630422,0.00579757,0.00586172,0.00041286,0.00063842,0.19990152,7.8586036563e+00,0.07728885,0.00983484,0.01000000,0.00147027,1.00000000,1.00000000,0.01037448,0.00000887,0.02282102,0.44604068,0.04583516,0.04856181,0.00000000,0.40099697
66,0.00002803,0.298293,0.123854,15.1905,0.386816,40,0,0.44465431,131072.0,0.196400,0.122200,15.0173,0.468576,0.132067,14.8080,0.443889,0.07534724,0.78679810,0.12385433,0.12219974,0.52658059,0.44994456,0.03877322,0.03902971,0.00440134,0.00572703,0.05573445,0.05498988,0.15797418,0.13498337,0.00581598,0.00585446,0.00044013,0.00057270,0.21996475,7.9646527171e+00,0.07832860,0.00983437,0.01000000,0.00164521,1.00000000,1.00000000,0.01813309,0.00000777,0.02568801,0.45584832,0.05584104,0.04723464,0.00000000,0.53547650
67,0.00002665,0.306581,0.130022,14.9831,0.370250,40,0,0.42633088,131072.0,0.194116,0.121023,15.0828,0.473429,0.130810,14.8780,0.449004,0.07491194,0.78345922,0.13002205,0.12102332,0.54444226,0.44415443,0.03972135,0.03889427,0.00513330,0.00574684,0.05850992,0.05446049,0.16333269,0.13324634,0.00595820,0.00583414,0.00051333,0.00057468,0.22831414,7.9589957714e+00,0.07826674,0.00983390,0.01000000,0.00182302,1.00000000,1.00000000,0.01483247,0.00007350,0.02612948,0.46859245,0.05554147,0.04476897,0.00000000,0.58310161
68,0.00002530,0.292727,0.124136,15.2737,0.397532,40,0,0.54700091,131072.0,0.193443,0.120832,15.1621,0.474670,0.130840,14.9163,0.449956,0.07462717,0.78867870,0.12413588,0.12083194,0.51091797,0.44225498,0.03983138,0.03899351,0.00492853,0.00542717,0.05586114,0.05437437,0.15327539,0.13267650,0.00597471,0.00584903,0.00049285,0.00054272,0.21560410,7.8389221668e+00,0.07712301,0.00983850,0.01000000,0.00200224,1.00000000,1.00000000,0.00970561,0.00003644,0.02444651,0.46174578,0.05125844,0.04706212,0.00000000,0.47669327
69,0.00002398,0.295478,0.124650,15.2004,0.393946,40,0,0.41833176,131072.0,0.193850,0.121022,15.0543,0.474976,0.130891,14.8346,0.451821,0.07423252,0.79065285,0.12464980,0.12102235,0.51903015,0.44315154,0.03887957,0.03889242,0.00458199,0.00610588,0.05609241,0.05446006,0.15570905,0.13294547,0.00583194,0.00583386,0.00045820,0.00061059,0.21809159,7.8644621611e+00,0.07738654,0.00984008,0.01000000,0.00218145,1.00000000,1.00000000,0.00930357,0.00011159,0.02549674,0.46741073,0.05371927,0.04798516,0.00000000,0.55961777
70,0.00002268,0.284309,0.122061,15.4615,0.416412,40,0,0.45810786,131072.0,0.194478,0.121515,15.0821,0.473338,0.130990,14.8984,0.448811,0.07506527,0.78049084,0.12206131,0.12151548,0.48944615,0.44456688,0.03905428,0.03904454,0.00375016,0.00569412,0.05492759,0.05468196,0.14683385,0.13337007,0.00585814,0.00585668,0.00037502,0.00056941,0.20799459,7.7520146966e+00,0.07631416,0.00984449,0.01000000,0.00235920,1.00000000,1.00000000,0.01728302,0.00006468,0.02426565,0.46076679,0.05039988,0.04950174,0.00000000,0.48343318
71,0.00002140,0.275072,0.123488,15.3202,0.449136,40,0,0.42648152,131072.0,0.193604,0.120480,15.1130,0.474189,0.130036,14.9295,0.450364,0.07540069,0.77972261,0.12348827,0.12048045,0.45284869,0.44300635,0.04024998,0.03915098,0.00509965,0.00613734,0.05556972,0.05421620,0.13585461,0.13290191,0.00603750,0.00587265,0.00050996,0.00061373,0.19797180,7.8240768075e+00,0.07709997,0.00985434,0.01000000,0.00253406,1.00000000,1.00000000,0.01247766,0.00011586,0.02404272,0.44388570,0.05192097,0.04971513,0.00000000,0.33317555
72,0.00002016,0.288639,0.125836,15.1844,0.413134,40,0,0.46703116,131072.0,0.194478,0.121691,15.1074,0.472831,0.131412,14.9000,0.447994,0.07502722,0.77918492,0.12583615,0.12169105,0.49169693,0.44438539,0.03981453,0.03897075,0.00527949,0.00556021,0.05662626,0.05476097,0.14750909,0.13331562,0.00597218,0.00584561,0.00052795,0.00055602,0.21063548,7.9120095372e+00,0.07800304,0.00985869,0.01000000,0.00270461,1.00000000,1.00000000,0.01184155,0.00012649,0.02518833,0.44149977,0.05580718,0.04936636,0.00000000,0.39540505
73,0.00001895,0.299047,0.128477,15.0982,0.385820,40,0,0.44195607,131072.0,0.194430,0.121398,14.9927,0.473418,0.131043,14.8061,0.448794,0.07526718,0.78455869,0.12847716,0.12139833,0.52410381,0.44429256,0.03950345,0.03915754,0.00463412,0.00639726,0.05781472,0.05462925,0.15723115,0.13328777,0.00592552,0.00587363,0.00046341,0.00063973,0.22143480,7.8771156669e+00,0.07761225,0.00985317,0.01000000,0.00286950,1.00000000,1.00000000,0.02379665,0.00023995,0.02805423,0.46630210,0.05749794,0.04646640,0.00000000,0.53602746
74,0.00001777,0.279204,0.120140,15.5800,0.431060,40,0,0.47197584,131072.0,0.191813,0.119404,15.1293,0.477530,0.128878,14.9414,0.453133,0.07478101,0.78222832,0.12014013,0.11940383,0.47542491,0.43873420,0.03903871,0.03906401,0.00457074,0.00601184,0.05406306,0.05373172,0.14262748,0.13162027,0.00585581,0.00585960,0.00045707,0.00060118,0.20300342,7.7283982992e+00,0.07620031,0.00985987,0.01000000,0.00302738,1.00000000,1.00000000,0.01189817,0.00015720,0.02220275,0.45602370,0.05262545,0.04796643,0.00000000,0.43713371
75,0.00001661,0.287122,0.123425,15.3897,0.410361,40,0,0.45405169,131072.0,0.191944,0.119030,15.2220,0.477512,0.128667,14.9957,0.453619,0.07472465,0.78134174,0.12342476,0.11903017,0.49480437,0.43991483,0.03922557,0.03889795,0.00389170,0.00571101,0.05554114,0.05356357,0.14844132,0.13197445,0.00588384,0.00583469,0.00038917,0.00057110,0.21025546,7.7926580310e+00,0.07686695,0.00986396,0.01000000,0.00317699,1.00000000,1.00000000,0.01013732,0.00014782,0.02510812,0.44979009,0.05260586,0.04700285,0.00000000,0.46033383
76,0.00001550,0.284363,0.120948,15.3576,0.417502,40,0,0.45751299,131072.0,0.192896,0.120834,15.0177,0.477563,0.130765,14.8016,0.453181,0.07421987,0.78502432,0.12094845,0.12083379,0.48932405,0.44010653,0.03819860,0.03888174,0.00430387,0.00656198,0.05442680,0.05437520,0.14679722,0.13203196,0.00572979,0.00583226,0.00043039,0.00065620,0.20738420,7.8008607745e+00,0.07697890,0.00986788,0.01000000,0.00331712,1.00000000,1.00000000,0.01151650,0.00013196,0.02384722,0.44904103,0.05092399,0.04665672,0.00000000,0.43657522
77,0.00001442,0.283375,0.122304,15.4954,0.423790,40,0,0.44962693,131072.0,0.192082,0.119933,15.1078,0.478589,0.129849,14.8782,0.454082,0.07443889,0.78490826,0.12230363,0.11993311,0.48425479,0.43885712,0.03922422,0.03893552,0.00416176,0.00614508,0.05503663,0.05396990,0.14527644,0.13165714,0.00588363,0.00584033,0.00041618,0.00061451,0.20661289,7.7770281672e+00,0.07676175,0.00987038,0.01000000,0.00344665,1.00000000,1.00000000,0.01590704,0.00019842,0.02452219,0.44691879,0.05153443,0.04824457,0.00000000,0.47735926
78,0.00001337,0.294101,0.122468,15.3271,0.390039,40,0,0.46477350,131072.0,0.192060,0.119880,15.1522,0.478593,0.129856,14.9125,0.453915,0.07414655,0.78503968,0.12246830,0.11988040,0.51963654,0.43906882,0.03863844,0.03878609,0.00397126,0.00575272,0.05511073,0.05394618,0.15589097,0.13172065,0.00579577,0.00581791,0.00039713,0.00057527,0.21719460,7.7928744674e+00,0.07690593,0.00986912,0.01000000,0.00356454,1.00000000,1.00000000,0.01168109,0.00019431,0.02559286,0.46071982,0.05334447,0.04538092,0.00000000,0.54111792
79,0.00001236,0.285132,0.118422,15.5611,0.412869,40,0,0.49347781,131072.0,0.192239,0.120386,15.1539,0.478741,0.130182,14.9309,0.453987,0.07406104,0.78178519,0.11842156,0.12038561,0.49750903,0.43896472,0.03817790,0.03876497,0.00443612,0.00561119,0.05328970,0.05417352,0.14925271,0.13168942,0.00572668,0.00581475,0.00044361,0.00056112,0.20871271,7.7418676138e+00,0.07641913,0.00987102,0.01000000,0.00366982,1.00000000,1.00000000,0.01145254,0.00022910,0.02511067,0.45952986,0.04988134,0.04650395,0.00000000,0.51290568
