epoch,lr,train_loss,train_mae,train_psnr,train_ssim,train_optimizer_steps,train_skipped_optimizer_steps,train_grad_norm,train_amp_scale,val_loss,val_mae,val_psnr,val_ssim,val_foreground_mae,val_foreground_psnr,val_foreground_ssim,val_gradient_mae,val_hfen,train_rec_l1,val_rec_l1,train_rec_ms_ssim,val_rec_ms_ssim,train_rec_edge,val_rec_edge,train_rec_frequency,val_rec_frequency,train_rec_weighted_l1,val_rec_weighted_l1,train_rec_weighted_ms_ssim,val_rec_weighted_ms_ssim,train_rec_weighted_edge,val_rec_weighted_edge,train_rec_weighted_frequency,val_rec_weighted_frequency
60,0.00003669,0.214403,0.124458,15.3628,0.398418,40,0,0.40170303,131072.0,0.195274,0.122055,15.0777,0.471795,0.131819,14.8665,0.449467,0.07606687,0.78706478,0.12445809,0.12205478,0.50666843,0.44641638,0.03952281,0.03918029,0.00467709,0.00547310,0.05600614,0.05492465,0.15200053,0.13392492,0.00592842,0.00587704,0.00046771,0.00054731
61,0.00003520,0.207935,0.122623,15.4547,0.414783,40,0,0.42870110,131072.0,0.192915,0.120140,15.2194,0.475604,0.129725,14.9951,0.454954,0.07591898,0.78760256,0.12262270,0.12013980,0.48794557,0.44145259,0.03953637,0.03931663,0.00440793,0.00519188,0.05518021,0.05406291,0.14638368,0.13243578,0.00593046,0.00589749,0.00044079,0.00051919
62,0.00003373,0.205103,0.116505,15.8105,0.416128,40,0,0.43691950,131072.0,0.193801,0.121112,15.1189,0.474940,0.130570,14.9251,0.452920,0.07607313,0.78042644,0.11650548,0.12111227,0.48792572,0.44293212,0.03918945,0.03920761,0.00419625,0.00539355,0.05242746,0.05450052,0.14637772,0.13287964,0.00587842,0.00588114,0.00041962,0.00053936
63,0.00003228,0.208844,0.117245,15.7589,0.404997,40,0,0.41597886,131072.0,0.196356,0.122673,15.0748,0.468657,0.132305,14.8703,0.446167,0.07647258,0.78800626,0.11724528,0.12267345,0.49891202,0.44915221,0.03988527,0.03927410,0.00426935,0.00515736,0.05276037,0.05520305,0.14967361,0.13474567,0.00598279,0.00589112,0.00042694,0.00051574
64,0.00003084,0.219237,0.122397,15.5559,0.382014,40,0,0.42424434,131072.0,0.192135,0.119924,15.1981,0.477819,0.129356,15.0037,0.455589,0.07554726,0.77948407,0.12239664,0.11992386,0.52648892,0.43918446,0.03910282,0.03904836,0.00346389,0.00556220,0.05507849,0.05396573,0.15794668,0.13175534,0.00586542,0.00585725,0.00034639,0.00055622
65,0.00002942,0.211900,0.121946,15.3815,0.403573,40,0,0.51177937,131072.0,0.195738,0.123170,15.1456,0.471894,0.133193,14.8888,0.448251,0.07594205,0.78536309,0.12194620,0.12317046,0.50152363,0.44633809,0.04024449,0.03906214,0.00530745,0.00550786,0.05487579,0.05542670,0.15045709,0.13390143,0.00603667,0.00585932,0.00053074,0.00055079
66,0.00002803,0.232801,0.129117,15.3228,0.354822,40,0,0.39751609,131072.0,0.191833,0.119744,15.2009,0.478617,0.129225,14.9932,0.456290,0.07521613,0.77975760,0.12911743,0.11974445,0.56132643,0.43844389,0.03957109,0.03913011,0.00364544,0.00545506,0.05810284,0.05388500,0.16839794,0.13153317,0.00593566,0.00586952,0.00036454,0.00054551
67,0.00002665,0.204666,0.116269,15.8734,0.420050,40,0,0.43214126,131072.0,0.192650,0.120771,15.1886,0.477503,0.130758,14.9340,0.454548,0.07511145,0.78913943,0.11626932,0.12077063,0.48726497,0.43971857,0.03865148,0.03897616,0.00367581,0.00540932,0.05232119,0.05434678,0.14617950,0.13191557,0.00579772,0.00584642,0.00036758,0.00054093
68,0.00002530,0.225840,0.124111,15.4413,0.364246,40,0,0.42017951,131072.0,0.190294,0.118951,15.2839,0.481246,0.128859,15.0341,0.457971,0.07571256,0.78540464,0.12411079,0.11895079,0.54551164,0.43446047,0.03961332,0.03935558,0.00394667,0.00524632,0.05584985,0.05352785,0.16365350,0.13033814,0.00594200,0.00590334,0.00039467,0.00052463
69,0.00002398,0.212015,0.119850,15.5890,0.402553,40,0,0.43206819,131072.0,0.191985,0.119629,15.2846,0.476692,0.129518,15.0187,0.453531,0.07591107,0.78790075,0.11985041,0.11962913,0.50541150,0.43914468,0.03989771,0.03927229,0.00474484,0.00517549,0.05393268,0.05383311,0.15162346,0.13174341,0.00598466,0.00589084,0.00047448,0.00051755
70,0.00002268,0.206214,0.125207,15.4362,0.423663,40,0,0.45755117,131072.0,0.193259,0.121327,15.0636,0.476718,0.130897,14.8665,0.454787,0.07552791,0.79311355,0.12520711,0.12132722,0.47799782,0.44068784,0.04031955,0.03919183,0.00423845,0.00576983,0.05634320,0.05459725,0.14339935,0.13220636,0.00604793,0.00587877,0.00042384,0.00057698
71,0.00002140,0.196969,0.118141,15.5426,0.443907,40,0,0.44814941,131072.0,0.194118,0.121749,15.1798,0.473644,0.131990,14.9080,0.449861,0.07557483,0.79370162,0.11814145,0.12174946,0.45792955,0.44313890,0.03945353,0.03906976,0.00508073,0.00528336,0.05316365,0.05478726,0.13737887,0.13294168,0.00591803,0.00586046,0.00050807,0.00052834
72,0.00002016,0.206996,0.120330,15.6929,0.418220,40,0,0.46210027,131072.0,0.191475,0.119743,15.2511,0.479090,0.129527,15.0099,0.455735,0.07528992,0.78578494,0.12033035,0.11974281,0.48831959,0.43734166,0.03940376,0.03904781,0.00440458,0.00531409,0.05414866,0.05388426,0.14649588,0.13120250,0.00591056,0.00585717,0.00044046,0.00053141
73,0.00001895,0.212241,0.123454,15.4022,0.405671,40,0,0.42726234,131072.0,0.193884,0.121588,15.1494,0.473881,0.131345,14.9334,0.450015,0.07593557,0.78739626,0.12345350,0.12158785,0.50093069,0.44260149,0.03982805,0.03917231,0.00433236,0.00513262,0.05555407,0.05471453,0.15027921,0.13278045,0.00597421,0.00587585,0.00043324,0.00051326
74,0.00001777,0.210051,0.121211,15.4863,0.409590,40,0,0.42173065,131072.0,0.190197,0.118084,15.2786,0.480516,0.128000,15.0311,0.457392,0.07590436,0.78741232,0.12121093,0.11808361,0.49720661,0.43535759,0.03975899,0.03929012,0.00380649,0.00558164,0.05454492,0.05313762,0.14916199,0.13060728,0.00596385,0.00589352,0.00038065,0.00055816
75,0.00001661,0.205627,0.120815,15.6858,0.421084,40,0,0.40998636,131072.0,0.190324,0.118883,15.2368,0.481606,0.128533,15.0157,0.458683,0.07558653,0.78454868,0.12081490,0.11888251,0.48319354,0.43461737,0.03932737,0.03922230,0.00402720,0.00558005,0.05436670,0.05349713,0.14495807,0.13038522,0.00589911,0.00588335,0.00040272,0.00055801
76,0.00001550,0.199242,0.116583,15.9250,0.435116,40,0,0.46330853,131072.0,0.191225,0.120235,15.1870,0.481287,0.130336,14.9270,0.458046,0.07496931,0.79303582,0.11658280,0.12023470,0.46903174,0.43574364,0.03832608,0.03898110,0.00320948,0.00549277,0.05246226,0.05410561,0.14070953,0.13072310,0.00574891,0.00584716,0.00032095,0.00054928
77,0.00001442,0.212032,0.122507,15.4254,0.407235,40,0,0.44776839,131072.0,0.188812,0.117741,15.3766,0.484795,0.127816,15.0880,0.462052,0.07475579,0.78943474,0.12250734,0.11774089,0.50171088,0.43159948,0.03953742,0.03889734,0.00460129,0.00513755,0.05512830,0.05298340,0.15051327,0.12947985,0.00593061,0.00583460,0.00046013,0.00051376
78,0.00001337,0.207661,0.120104,15.6853,0.410136,40,0,0.44584672,131072.0,0.188580,0.117368,15.2767,0.485312,0.126962,15.0478,0.463408,0.07497567,0.78228766,0.12010417,0.11736824,0.49100494,0.43097623,0.03974969,0.03908502,0.00349999,0.00609036,0.05404688,0.05281571,0.14730149,0.12929288,0.00596245,0.00586275,0.00035000,0.00060904
79,0.00001236,0.202502,0.117215,15.8919,0.425433,40,0,0.44701105,131072.0,0.190670,0.119471,15.3121,0.481091,0.129400,15.0551,0.457405,0.07505124,0.78447998,0.11721520,0.11947116,0.47822190,0.43519782,0.03939325,0.03888298,0.00380054,0.00515790,0.05274684,0.05376202,0.14346658,0.13055935,0.00590899,0.00583245,0.00038005,0.00051579
80,0.00001139,0.216093,0.120459,15.6978,0.391947,40,0,0.42996317,131072.0,0.188868,0.117950,15.2771,0.484780,0.127623,15.0533,0.461318,0.07507059,0.78221259,0.12045883,0.11795018,0.51866847,0.43129372,0.03924252,0.03901087,0.00399815,0.00550507,0.05420647,0.05307758,0.15560055,0.12938812,0.00588638,0.00585163,0.00039982,0.00055051
81,0.00001045,0.203100,0.117132,15.7210,0.421775,40,0,0.43914345,131072.0,0.187395,0.116472,15.3893,0.487093,0.126139,15.1421,0.464353,0.07490371,0.78069223,0.11713201,0.11647195,0.47966628,0.42872324,0.04025283,0.03893350,0.00452366,0.00525133,0.05270940,0.05241237,0.14389989,0.12861698,0.00603792,0.00584003,0.00045237,0.00052513
82,0.00000956,0.192667,0.116399,15.8110,0.452382,40,0,0.43174318,131072.0,0.188921,0.118050,15.3521,0.484804,0.127963,15.0868,0.461689,0.07480181,0.78516582,0.11639923,0.11805014,0.44617572,0.43149395,0.03988121,0.03884225,0.00452911,0.00523753,0.05237965,0.05312256,0.13385272,0.12944819,0.00598218,0.00582634,0.00045291,0.00052375
83,0.00000871,0.210577,0.117855,15.7943,0.405839,40,0,0.45735635,131072.0,0.188630,0.116975,15.3645,0.484132,0.126878,15.1000,0.461107,0.07491218,0.78828693,0.11785518,0.11697514,0.50471014,0.43211493,0.03821755,0.03890647,0.00396546,0.00520659,0.05303483,0.05263881,0.15141305,0.12963448,0.00573263,0.00583597,0.00039655,0.00052066
84,0.00000789,0.206694,0.119582,15.6118,0.423916,40,0,0.44341771,131072.0,0.188177,0.116934,15.3491,0.485781,0.126711,15.0988,0.462995,0.07481472,0.78523856,0.11958184,0.11693430,0.48878846,0.43061559,0.03909475,0.03892607,0.00381843,0.00532991,0.05381183,0.05262044,0.14663655,0.12918468,0.00586421,0.00583891,0.00038184,0.00053299
85,0.00000712,0.205246,0.116183,15.8288,0.419316,40,0,0.47905408,131072.0,0.188387,0.117371,15.3429,0.485217,0.127183,15.0944,0.461926,0.07493358,0.78402727,0.11618309,0.11737123,0.48873888,0.43066303,0.03922766,0.03894388,0.00457295,0.00529114,0.05228239,0.05281705,0.14662167,0.12919891,0.00588415,0.00584158,0.00045730,0.00052911
86,0.00000640,0.210658,0.120468,15.4483,0.407314,40,0,0.46127520,131072.0,0.187997,0.116847,15.3913,0.485921,0.126685,15.1225,0.463002,0.07479112,0.78667022,0.12046828,0.11684709,0.50021365,0.43018544,0.03981005,0.03890367,0.00411948,0.00524732,0.05421073,0.05258119,0.15006410,0.12905564,0.00597151,0.00583555,0.00041195,0.00052473
87,0.00000571,0.198647,0.116813,15.7813,0.436038,40,0,0.46770544,131072.0,0.187536,0.116664,15.4325,0.487150,0.126560,15.1523,0.464362,0.07455098,0.78459605,0.11681330,0.11666387,0.46536091,0.42902762,0.04034589,0.03880308,0.00420530,0.00508469,0.05256599,0.05249874,0.13960828,0.12870829,0.00605188,0.00582046,0.00042053,0.00050847
88,0.00000507,0.202091,0.115156,15.9324,0.424169,40,0,0.43084389,131072.0,0.187275,0.116634,15.4251,0.487649,0.126672,15.1386,0.464492,0.07465504,0.78459118,0.11515601,0.11663416,0.47971653,0.42818470,0.03977232,0.03883230,0.00390172,0.00509213,0.05182020,0.05248537,0.14391496,0.12845541,0.00596585,0.00582485,0.00039017,0.00050921
89,0.00000448,0.206379,0.120739,15.6048,0.420655,40,0,0.48005696,131072.0,0.187754,0.117353,15.3984,0.487043,0.127363,15.1195,0.463749,0.07474575,0.78311363,0.12073915,0.11735255,0.48555477,0.42868773,0.03934087,0.03886412,0.00478669,0.00509640,0.05433261,0.05280865,0.14566643,0.12860632,0.00590113,0.00582962,0.00047867,0.00050964
90,0.00000393,0.205488,0.118758,15.6116,0.416054,40,0,0.47785366,131072.0,0.187055,0.116717,15.4092,0.488195,0.126654,15.1331,0.465258,0.07482512,0.78383436,0.11875766,0.11671697,0.48503842,0.42724255,0.04036468,0.03893420,0.00481316,0.00519620,0.05344094,0.05252264,0.14551153,0.12817277,0.00605470,0.00584013,0.00048132,0.00051962
91,0.00000342,0.207056,0.119886,15.5708,0.414360,40,0,0.41336839,131072.0,0.187151,0.116902,15.4113,0.488116,0.126910,15.1302,0.464939,0.07477521,0.78387982,0.11988575,0.11690207,0.48899226,0.42731567,0.04021115,0.03890580,0.00377699,0.00514129,0.05394859,0.05260593,0.14669768,0.12819471,0.00603167,0.00583587,0.00037770,0.00051413
92,0.00000297,0.208331,0.119309,15.6457,0.412736,40,0,0.45980445,131072.0,0.186948,0.116633,15.3946,0.488530,0.126472,15.1319,0.465502,0.07477452,0.78195351,0.11930859,0.11663323,0.49415213,0.42699081,0.03974511,0.03892020,0.00434596,0.00528051,0.05368886,0.05248495,0.14824564,0.12809725,0.00596177,0.00583803,0.00043460,0.00052805
93,0.00000256,0.204802,0.117433,15.8653,0.420586,40,0,0.51038873,131072.0,0.186921,0.116547,15.4104,0.488422,0.126400,15.1456,0.465383,0.07472923,0.78248157,0.11743285,0.11654749,0.48583704,0.42706574,0.03927457,0.03889393,0.00314790,0.00520883,0.05284478,0.05244637,0.14575112,0.12811973,0.00589119,0.00583409,0.00031479,0.00052088
94,0.00000219,0.221864,0.123657,15.3825,0.377371,40,0,0.41397662,131072.0,0.187150,0.116648,15.4093,0.487728,0.126515,15.1431,0.464593,0.07481327,0.78268963,0.12365669,0.11664821,0.53252335,0.42769510,0.04039875,0.03889660,0.00401818,0.00515318,0.05564551,0.05249169,0.15975701,0.12830854,0.00605981,0.00583449,0.00040182,0.00051532
95,0.00000188,0.219924,0.118702,15.8448,0.376245,40,0,0.43090131,131072.0,0.187014,0.116447,15.4299,0.487847,0.126355,15.1569,0.464652,0.07478839,0.78276015,0.11870221,0.11644699,0.53454122,0.42756747,0.03917036,0.03887831,0.00270509,0.00511221,0.05341599,0.05240114,0.16036237,0.12827025,0.00587555,0.00583175,0.00027051,0.00051122
96,0.00000161,0.205299,0.115463,15.7548,0.413044,40,0,0.47419211,131072.0,0.187049,0.116530,15.4117,0.487934,0.126361,15.1486,0.464744,0.07481055,0.78186900,0.11546290,0.11653000,0.48993868,0.42752830,0.03962868,0.03889590,0.00414451,0.00517164,0.05195830,0.05243850,0.14698161,0.12825849,0.00594430,0.00583439,0.00041445,0.00051716
97,0.00000139,0.200149,0.116427,15.7773,0.430376,40,0,0.46977559,131072.0,0.186763,0.116331,15.4232,0.488516,0.126159,15.1588,0.465356,0.07476780,0.78135271,0.11642744,0.11633116,0.47133877,0.42687019,0.03950029,0.03889479,0.00430073,0.00518508,0.05239234,0.05234902,0.14140164,0.12806106,0.00592504,0.00583422,0.00043007,0.00051851
98,0.00000122,0.206011,0.115815,15.8450,0.414392,40,0,0.47837292,131072.0,0.186879,0.116441,15.4251,0.488341,0.126274,15.1598,0.465146,0.07476671,0.78126045,0.11581466,0.11644077,0.49193289,0.42710386,0.03937828,0.03888818,0.00407395,0.00515779,0.05211660,0.05239835,0.14757987,0.12813116,0.00590674,0.00583323,0.00040739,0.00051578
99,0.00000110,0.198962,0.114037,15.8889,0.435150,40,0,0.44849370,131072.0,0.187061,0.116630,15.4236,0.488131,0.126471,15.1573,0.464931,0.07470597,0.78179756,0.11403729,0.11663026,0.47150560,0.42745761,0.03883552,0.03884997,0.00368163,0.00512411,0.05131678,0.05248362,0.14145169,0.12823729,0.00582533,0.00582750,0.00036816,0.00051241
100,0.00000102,0.193410,0.119432,15.7380,0.456384,40,0,0.46065584,262144.0,0.187206,0.116750,15.4177,0.487845,0.126597,15.1523,0.464568,0.07472706,0.78164469,0.11943222,0.11675027,0.44377219,0.42776281,0.04037847,0.03884481,0.00476800,0.00513040,0.05374450,0.05253762,0.13313166,0.12832885,0.00605677,0.00582672,0.00047680,0.00051304
