epoch,lr,train_loss,train_mae,train_psnr,train_ssim,train_optimizer_steps,train_skipped_optimizer_steps,train_grad_norm,train_amp_scale,val_loss,val_mae,val_psnr,val_ssim,val_foreground_mae,val_foreground_psnr,val_foreground_ssim,val_gradient_mae,val_hfen,train_rec_l1,val_rec_l1,train_rec_ms_ssim,val_rec_ms_ssim,train_rec_edge,val_rec_edge,train_rec_frequency,val_rec_frequency,train_rec_weighted_l1,val_rec_weighted_l1,train_rec_weighted_ms_ssim,val_rec_weighted_ms_ssim,train_rec_weighted_edge,val_rec_weighted_edge,train_rec_weighted_frequency,val_rec_weighted_frequency
61,0.00003520,0.210926,0.123220,15.4332,0.405154,40,0,0.44074865,131072.0,0.195764,0.121972,15.1989,0.468812,0.131686,14.9559,0.448080,0.07567868,0.78538159,0.12322025,0.12197191,0.49693043,0.44840694,0.03968968,0.03901083,0.00444626,0.00502634,0.05544911,0.05488736,0.14907913,0.13452209,0.00595345,0.00585162,0.00044463,0.00050263
62,0.00003373,0.207391,0.117210,15.8017,0.408996,40,0,0.44281581,131072.0,0.195313,0.121854,15.1906,0.470361,0.131662,14.9437,0.448747,0.07555456,0.77816385,0.11721034,0.12185385,0.49441597,0.44715025,0.03940991,0.03888756,0.00410459,0.00500195,0.05274465,0.05483423,0.14832480,0.13414508,0.00591149,0.00583313,0.00041046,0.00050019
63,0.00003228,0.210593,0.117052,15.8088,0.398318,40,0,0.43308202,131072.0,0.198179,0.123916,15.0846,0.465069,0.133973,14.8211,0.443467,0.07601323,0.78665850,0.11705171,0.12391605,0.50496016,0.45351313,0.04019777,0.03904337,0.00402490,0.00506226,0.05267327,0.05576222,0.15148805,0.13605394,0.00602967,0.00585651,0.00040249,0.00050623
64,0.00003084,0.221856,0.122486,15.6064,0.373164,40,0,0.43185612,131072.0,0.193508,0.120725,15.2362,0.473933,0.130503,14.9885,0.452864,0.07486942,0.78053176,0.12248603,0.12072477,0.53491920,0.44278905,0.03941309,0.03874211,0.00349451,0.00534244,0.05511871,0.05432614,0.16047577,0.13283672,0.00591196,0.00581132,0.00034945,0.00053424
65,0.00002942,0.214317,0.122457,15.3944,0.396110,40,0,0.53673894,131072.0,0.195788,0.122646,15.2331,0.470021,0.132843,14.9415,0.447903,0.07562752,0.77949538,0.12245721,0.12264553,0.50884062,0.44751837,0.04042323,0.03883103,0.00495995,0.00517642,0.05510574,0.05519049,0.15265219,0.13425552,0.00606349,0.00582466,0.00049600,0.00051764
66,0.00002803,0.233877,0.129193,15.3652,0.350871,40,0,0.38101721,131072.0,0.193216,0.120140,15.2808,0.473570,0.130068,15.0225,0.451820,0.07449389,0.77816976,0.12919343,0.12014042,0.56465270,0.44273341,0.03989888,0.03876519,0.00359697,0.00517873,0.05813704,0.05406319,0.16939582,0.13282003,0.00598483,0.00581478,0.00035970,0.00051787
67,0.00002665,0.205867,0.115791,15.9522,0.413619,40,0,0.41553120,131072.0,0.193566,0.121193,15.2379,0.474320,0.131382,14.9510,0.452532,0.07480551,0.78253178,0.11579144,0.12119251,0.49191110,0.44233771,0.03889333,0.03871145,0.00353237,0.00521154,0.05210614,0.05453663,0.14757334,0.13270132,0.00583400,0.00580672,0.00035324,0.00052115
68,0.00002530,0.227576,0.124113,15.4728,0.358354,40,0,0.40610329,131072.0,0.192812,0.120495,15.2998,0.474836,0.130663,15.0127,0.452136,0.07526478,0.78165719,0.12411273,0.12049517,0.55113263,0.44072820,0.03990495,0.03900285,0.00399725,0.00520013,0.05585073,0.05422282,0.16533980,0.13221847,0.00598574,0.00585043,0.00039972,0.00052001
69,0.00002398,0.213775,0.119686,15.6392,0.395168,40,0,0.45647216,131072.0,0.193994,0.121161,15.2788,0.472313,0.131072,15.0027,0.450051,0.07563140,0.77925780,0.11968582,0.12116149,0.51144862,0.44372169,0.04012812,0.03899068,0.00462665,0.00505782,0.05385862,0.05452267,0.15343459,0.13311651,0.00601922,0.00584860,0.00046266,0.00050578
70,0.00002268,0.207938,0.125423,15.4473,0.417166,40,0,0.45971692,131072.0,0.192693,0.120746,15.2137,0.477025,0.130456,14.9645,0.456491,0.07473141,0.78277719,0.12542284,0.12074566,0.48333328,0.43997063,0.04054041,0.03879866,0.00416690,0.00546147,0.05644028,0.05433555,0.14499999,0.13199120,0.00608106,0.00581980,0.00041669,0.00054615
71,0.00002140,0.199138,0.117963,15.6006,0.435393,40,0,0.45865083,131072.0,0.194877,0.122493,15.2283,0.472305,0.133072,14.9038,0.449691,0.07516081,0.78686708,0.11796272,0.12249268,0.46535885,0.44474474,0.03969414,0.03877730,0.00492850,0.00514957,0.05308322,0.05512170,0.13960766,0.13342343,0.00595412,0.00581660,0.00049285,0.00051496
72,0.00002016,0.208383,0.120590,15.6996,0.413062,40,0,0.43548161,131072.0,0.192433,0.120564,15.2990,0.476954,0.130818,15.0004,0.454383,0.07450166,0.78193889,0.12059028,0.12056411,0.49245849,0.43955373,0.03961225,0.03867243,0.00438158,0.00512561,0.05426563,0.05425385,0.14773755,0.13186612,0.00594184,0.00580086,0.00043816,0.00051256
73,0.00001895,0.213816,0.123546,15.4412,0.400006,40,0,0.43629779,131072.0,0.193646,0.121612,15.2220,0.474760,0.131598,14.9685,0.452221,0.07493044,0.77999802,0.12354593,0.12161188,0.50592366,0.44200706,0.04004172,0.03874385,0.00436911,0.00507249,0.05559567,0.05472534,0.15177710,0.13260212,0.00600626,0.00581158,0.00043691,0.00050725
74,0.00001777,0.212347,0.121681,15.4857,0.402027,40,0,0.43702290,131072.0,0.191883,0.119143,15.3130,0.476656,0.129356,15.0322,0.454029,0.07533543,0.78185786,0.12168105,0.11914307,0.50405088,0.43966071,0.03996972,0.03900534,0.00380178,0.00519704,0.05475647,0.05361438,0.15121527,0.13189822,0.00599546,0.00585080,0.00038018,0.00051970
75,0.00001661,0.208073,0.120971,15.6929,0.411933,40,0,0.42617016,131072.0,0.191241,0.119759,15.2988,0.478964,0.129942,15.0242,0.456186,0.07487845,0.78019679,0.12097082,0.11975905,0.49104077,0.43667489,0.03951741,0.03887694,0.00396294,0.00515221,0.05443687,0.05389157,0.14731224,0.13100247,0.00592761,0.00583154,0.00039629,0.00051522
76,0.00001550,0.201436,0.117437,15.8832,0.428963,40,0,0.45291207,131072.0,0.191937,0.120603,15.2563,0.478985,0.130960,14.9547,0.456633,0.07416694,0.78509591,0.11743714,0.12060286,0.47498033,0.43784277,0.03842471,0.03859104,0.00331507,0.00524513,0.05284671,0.05427128,0.14249411,0.13135283,0.00576371,0.00578866,0.00033151,0.00052451
77,0.00001442,0.213129,0.122562,15.4629,0.403113,40,0,0.44373008,131072.0,0.190747,0.119191,15.3614,0.479912,0.129567,15.0339,0.457739,0.07442743,0.78413712,0.12256247,0.11919103,0.50519735,0.43603625,0.03977051,0.03868277,0.00450924,0.00497821,0.05515311,0.05363596,0.15155921,0.13081088,0.00596558,0.00580242,0.00045092,0.00049782
78,0.00001337,0.209833,0.120081,15.7055,0.401558,40,0,0.44154273,131072.0,0.190203,0.118331,15.3219,0.480757,0.127989,15.0800,0.459054,0.07412993,0.77517076,0.12008109,0.11833063,0.49819615,0.43524030,0.03996428,0.03873366,0.00343347,0.00571764,0.05403649,0.05324878,0.14945885,0.13057210,0.00599464,0.00581005,0.00034335,0.00057176
79,0.00001236,0.204593,0.117495,15.8909,0.418351,40,0,0.45775819,131072.0,0.191532,0.120010,15.3501,0.478539,0.130109,15.0648,0.455762,0.07455073,0.77694558,0.11749546,0.12001047,0.48463341,0.43748842,0.03968192,0.03855932,0.00377673,0.00497271,0.05287296,0.05400471,0.14539003,0.13124653,0.00595229,0.00578390,0.00037767,0.00049727
80,0.00001139,0.218154,0.120723,15.7072,0.385353,40,0,0.43945345,131072.0,0.190192,0.118619,15.3409,0.480774,0.128442,15.0866,0.458200,0.07444383,0.77619560,0.12072307,0.11861909,0.52508042,0.43498927,0.03946006,0.03868213,0.00385025,0.00513858,0.05432538,0.05337859,0.15752413,0.13049678,0.00591901,0.00580232,0.00038502,0.00051386
81,0.00001045,0.205037,0.117483,15.7207,0.415153,40,0,0.44918201,131072.0,0.188795,0.117418,15.4348,0.482992,0.127402,15.1496,0.460767,0.07440188,0.77469832,0.11748331,0.11741753,0.48554363,0.43224125,0.04039594,0.03861417,0.00447218,0.00492938,0.05286749,0.05283789,0.14566309,0.12967238,0.00605939,0.00579213,0.00044722,0.00049294
82,0.00000956,0.195337,0.117199,15.7841,0.444176,40,0,0.44725738,131072.0,0.190253,0.119014,15.4050,0.480936,0.129329,15.0927,0.458157,0.07441409,0.77644990,0.11719909,0.11901355,0.45377233,0.43476623,0.04002458,0.03854702,0.00461723,0.00485343,0.05273959,0.05355609,0.13613171,0.13042987,0.00600369,0.00578205,0.00046172,0.00048534
83,0.00000871,0.212213,0.117569,15.8410,0.399158,40,0,0.46110340,131072.0,0.189908,0.118156,15.4025,0.481066,0.128448,15.0933,0.458755,0.07433748,0.78080768,0.11756865,0.11815594,0.51053509,0.43489535,0.03848893,0.03858221,0.00373256,0.00482291,0.05290589,0.05317017,0.15316053,0.13046861,0.00577334,0.00578733,0.00037326,0.00048229
84,0.00000789,0.209167,0.119582,15.6341,0.414686,40,0,0.45299510,131072.0,0.189090,0.117598,15.4258,0.482389,0.127715,15.1291,0.459944,0.07436626,0.77910379,0.11958168,0.11759825,0.49695418,0.43295270,0.03936485,0.03865474,0.00364714,0.00486389,0.05381175,0.05291921,0.14908626,0.12988582,0.00590473,0.00579821,0.00036471,0.00048639
85,0.00000712,0.207400,0.116391,15.8329,0.411143,40,0,0.47963645,131072.0,0.189213,0.117911,15.4223,0.482274,0.128082,15.1266,0.459380,0.07425756,0.77756878,0.11639149,0.11791129,0.49549367,0.43293123,0.03946411,0.03860150,0.00456033,0.00482843,0.05237617,0.05306008,0.14864811,0.12987937,0.00591962,0.00579023,0.00045603,0.00048284
86,0.00000640,0.212886,0.120801,15.4799,0.399030,40,0,0.45801458,131072.0,0.188761,0.117545,15.4480,0.483410,0.127749,15.1396,0.460736,0.07414781,0.77823376,0.12080144,0.11754460,0.50704413,0.43197724,0.04004366,0.03857749,0.00405978,0.00485936,0.05436064,0.05289507,0.15211325,0.12959318,0.00600655,0.00578662,0.00040598,0.00048594
87,0.00000571,0.200743,0.117608,15.7623,0.429624,40,0,0.49684333,131072.0,0.189634,0.118052,15.4367,0.481664,0.128452,15.1080,0.458927,0.07411832,0.78066632,0.11760752,0.11805216,0.47110923,0.43417873,0.04045606,0.03853143,0.00418116,0.00477188,0.05292338,0.05312347,0.14133277,0.13025363,0.00606841,0.00577971,0.00041812,0.00047719
88,0.00000507,0.204511,0.115191,15.9496,0.414975,40,0,0.44380075,131072.0,0.188906,0.117775,15.4429,0.483300,0.128175,15.1185,0.460528,0.07406711,0.77934016,0.11519098,0.11777502,0.48762387,0.43217067,0.04002298,0.03852630,0.00384543,0.00476835,0.05183594,0.05299876,0.14628717,0.12965120,0.00600345,0.00577895,0.00038454,0.00047684
89,0.00000448,0.208554,0.121341,15.5874,0.414268,40,0,0.48387558,131072.0,0.189680,0.118667,15.4145,0.482102,0.129159,15.0889,0.458938,0.07423081,0.77806386,0.12134150,0.11866720,0.49187616,0.43340617,0.03948844,0.03854999,0.00464069,0.00474990,0.05460367,0.05340024,0.14756285,0.13002186,0.00592327,0.00578250,0.00046407,0.00047499
90,0.00000393,0.207440,0.119289,15.6027,0.410174,40,0,0.47937298,131072.0,0.188792,0.117898,15.4367,0.483567,0.128316,15.1162,0.460676,0.07421893,0.77845822,0.11928931,0.11789777,0.49066299,0.43156555,0.04052247,0.03859724,0.00482482,0.00478921,0.05368019,0.05305400,0.14719890,0.12946967,0.00607837,0.00578959,0.00048248,0.00047892
91,0.00000342,0.209216,0.120347,15.5660,0.407092,40,0,0.43815769,131072.0,0.188806,0.117994,15.4306,0.483748,0.128381,15.1148,0.460756,0.07415986,0.77703725,0.12034653,0.11799405,0.49544199,0.43146537,0.04035412,0.03857399,0.00373964,0.00482916,0.05415594,0.05309732,0.14863260,0.12943962,0.00605312,0.00578610,0.00037396,0.00048292
92,0.00000297,0.210348,0.119413,15.6460,0.405798,40,0,0.50644878,131072.0,0.188346,0.117507,15.4393,0.484395,0.127722,15.1382,0.461570,0.07402616,0.77552424,0.11941294,0.11750655,0.50059491,0.43063974,0.03997865,0.03856390,0.00436467,0.00491181,0.05373582,0.05287794,0.15017848,0.12919192,0.00599680,0.00578458,0.00043647,0.00049118
93,0.00000256,0.206694,0.117691,15.8679,0.414134,40,0,0.50855034,131072.0,0.188180,0.117409,15.4524,0.484738,0.127628,15.1481,0.462056,0.07402427,0.77590858,0.11769107,0.11740874,0.49168266,0.43026797,0.03947833,0.03854397,0.00306537,0.00483999,0.05296098,0.05283393,0.14750480,0.12908040,0.00592175,0.00578160,0.00030654,0.00048400
94,0.00000219,0.223766,0.123958,15.3954,0.370755,40,0,0.43806822,131072.0,0.188533,0.117628,15.4441,0.483893,0.127895,15.1363,0.461068,0.07407113,0.77635521,0.12395798,0.11762808,0.53831022,0.43112905,0.04061558,0.03854088,0.00399628,0.00480810,0.05578109,0.05293263,0.16149307,0.12933872,0.00609234,0.00578113,0.00039963,0.00048081
95,0.00000188,0.221603,0.118641,15.8699,0.369971,40,0,0.43937886,131072.0,0.188505,0.117521,15.4563,0.483833,0.127796,15.1443,0.461072,0.07404463,0.77654771,0.11864059,0.11752094,0.54007832,0.43120849,0.03942588,0.03853406,0.00277138,0.00478104,0.05338826,0.05288442,0.16202350,0.12936255,0.00591388,0.00578011,0.00027714,0.00047810
96,0.00000161,0.207676,0.116029,15.7617,0.405636,40,0,0.49077971,131072.0,0.188487,0.117479,15.4550,0.483796,0.127718,15.1472,0.460932,0.07406677,0.77590682,0.11602914,0.11747901,0.49689485,0.43121063,0.03986309,0.03853967,0.00415447,0.00477119,0.05221311,0.05286555,0.14906846,0.12936319,0.00597946,0.00578095,0.00041545,0.00047712
97,0.00000139,0.202601,0.116563,15.7960,0.421791,40,0,0.48122348,131072.0,0.188076,0.117218,15.4669,0.484619,0.127429,15.1601,0.461839,0.07400083,0.77540165,0.11656304,0.11721797,0.47922280,0.43022401,0.03973468,0.03854058,0.00420668,0.00479750,0.05245337,0.05274808,0.14376685,0.12906721,0.00596020,0.00578109,0.00042067,0.00047975
98,0.00000122,0.208167,0.116097,15.8353,0.406867,40,0,0.49422339,131072.0,0.188145,0.117330,15.4664,0.484617,0.127535,15.1599,0.461828,0.07401429,0.77550457,0.11609697,0.11733034,0.49857101,0.43029209,0.03954215,0.03853739,0.00420659,0.00478267,0.05224363,0.05279865,0.14957131,0.12908763,0.00593132,0.00578061,0.00042066,0.00047827
99,0.00000110,0.201122,0.114204,15.9063,0.427535,40,0,0.45664603,131072.0,0.188183,0.117458,15.4660,0.484786,0.127689,15.1567,0.462000,0.07395921,0.77596820,0.11420447,0.11745825,0.47835323,0.43025120,0.03905137,0.03850259,0.00366538,0.00476295,0.05139201,0.05285621,0.14350597,0.12907536,0.00585771,0.00577539,0.00036654,0.00047630
100,0.00000102,0.195178,0.119615,15.7314,0.449734,40,0,0.46160076,262144.0,0.188232,0.117533,15.4618,0.484783,0.127771,15.1535,0.461941,0.07399819,0.77568805,0.11961513,0.11753255,0.44934563,0.43030391,0.04054828,0.03849692,0.00464850,0.00476589,0.05382680,0.05288965,0.13480369,0.12909118,0.00608224,0.00577454,0.00046485,0.00047659
