epoch,lr,train_loss,train_mae,train_psnr,train_ssim,val_loss,val_mae,val_psnr,val_ssim,val_foreground_mae,val_foreground_psnr,val_foreground_ssim,val_gradient_mae,val_hfen,train_rec_l1,val_rec_l1,train_rec_ms_ssim,val_rec_ms_ssim,train_rec_edge,val_rec_edge,train_rec_frequency,val_rec_frequency,train_rec_weighted_l1,val_rec_weighted_l1,train_rec_weighted_ms_ssim,val_rec_weighted_ms_ssim,train_rec_weighted_edge,val_rec_weighted_edge,train_rec_weighted_frequency,val_rec_weighted_frequency,train_rec_total,val_rec_total
11,9.707359806323419e-05,0.26956930942833424,0.15333792977035046,13.961798405647277,0.27606990807689724,0.2506901081651449,0.1427044915035367,13.98431134223938,0.34628332778811455,0.1545458473265171,13.734229445457458,0.30795950070023537,0.08915502764284611,0.8346766456961632,0.15333792977035046,0.1427044915035367,0.6447346016764641,0.5981317609548569,0.043505567498505114,0.04323312174528837,0.006210208959237207,0.005485797533765435,0.06900206701830029,0.0642170193605125,0.19342038705945014,0.17943953536450863,0.006525835394859314,0.006484968471340835,0.0006210208995980793,0.000548579770111246,0.26956930942833424,0.2506901081651449
12,9.652393605146847e-05,0.26093799285590646,0.14557863175868987,14.091535019874573,0.29220651742070913,0.24901394732296467,0.1410601558163762,14.058478832244873,0.34621720761060715,0.1521454844623804,13.863386631011963,0.3089226484298706,0.08957841619849205,0.8302851393818855,0.14557863175868987,0.1410601558163762,0.627849067747593,0.5949406176805496,0.04287434536963701,0.0433319928124547,0.006417305900686188,0.005548894172534347,0.06551038259640336,0.06347706774249673,0.18835472837090492,0.1784821916371584,0.006431152089498937,0.006499799259472638,0.0006417306016373914,0.0005548894259845838,0.26093799285590646,0.24901394732296467
13,9.592885397135708e-05,0.26441156044602393,0.1492203151807189,14.112993192672729,0.2870179700665176,0.24884521774947643,0.14037128072232008,14.099412441253662,0.34399519488215446,0.15170753002166748,13.8877934217453,0.30610571056604385,0.0891038067638874,0.8271892964839935,0.1492203151807189,0.14037128072232008,0.6346601948142052,0.5956701040267944,0.04243968464434147,0.042999285738915205,0.004983989613174344,0.005272165726637468,0.06714914031326771,0.06316707469522953,0.19039806574583054,0.17870103754103184,0.006365952920168639,0.006449893116950989,0.0004983989685342749,0.0005272165835776832,0.26441156044602393,0.24884521774947643
14,9.5288939097068e-05,0.2552923623472452,0.1457562891766429,14.28884539604187,0.3092952651903033,0.25148438289761543,0.14164271391928196,14.01792573928833,0.34088896587491035,0.15338771417737007,13.780329942703247,0.3028876669704914,0.08916554041206837,0.8321234583854675,0.1457562891766429,0.14164271391928196,0.609977750480175,0.6022612601518631,0.04125082036480308,0.04296910157427192,0.005210740664188052,0.006214153429027647,0.06559032863005995,0.06373922014608979,0.18299333304166793,0.18067838437855244,0.006187623331788928,0.006445365434046835,0.000521074075550132,0.0006214153545442969,0.2552923623472452,0.25148438289761543
15,9.460482294732424e-05,0.2574040174484253,0.14085742309689522,14.406410503387452,0.29900217689573766,0.2488409373909235,0.1382149774581194,14.145210146903992,0.34307290613651276,0.14966789074242115,13.92692768573761,0.3051697164773941,0.08671658858656883,0.8442370072007179,0.14085742309689522,0.1382149774581194,0.6244327813386917,0.5986620932817459,0.04081279095262289,0.042448303662240505,0.005664161922322819,0.006783141929190606,0.06338583854958416,0.06219673901796341,0.18732984140515327,0.1795986369252205,0.006121918908320367,0.006367245805449784,0.0005664161992172013,0.0006783141980122309,0.2574040174484253,0.2488409373909235
16,9.387718066217127e-05,0.24698089025914668,0.14017756283283234,14.37737467288971,0.3277783880010247,0.2462548315525055,0.1399955414235592,14.06360924243927,0.3517654053866863,0.1516335904598236,13.828124046325684,0.31334181874990463,0.08833697065711021,0.8419275432825089,0.14017756283283234,0.1399955414235592,0.5907753258943558,0.5870429798960686,0.04056913834065199,0.04322794312611222,0.00583013193027,0.006597526022233069,0.06307990169152618,0.06299799215048552,0.17723260447382927,0.17611290141940117,0.0060853710281662645,0.006484191690105945,0.0005830132004575716,0.0006597526116820518,0.24698089025914668,0.2462548315525055
17,9.310673033669524e-05,0.24244035221636295,0.13927299864590167,14.299149107933044,0.34594753896817565,0.24569089896976948,0.13669766206294298,14.207578182220459,0.34833183884620667,0.14826424233615398,13.97358500957489,0.3107401430606842,0.08718170691281557,0.8371155485510826,0.13927299864590167,0.13669766206294298,0.5769665703177452,0.5903798565268517,0.0404236163944006,0.0425254344008863,0.006139836854708846,0.00684178271330893,0.06267284778878093,0.061513945925980806,0.17308997754007577,0.177113963291049,0.006063542701303959,0.006378815451171249,0.000613983697257936,0.0006841782887931913,0.24244035221636295,0.24569089896976948
18,9.229423231234978e-05,0.24668698906898498,0.13983258977532387,14.342258834838868,0.3311324013397098,0.24449836649000645,0.13582090754061937,14.296400308609009,0.3500329554080963,0.14713052660226822,14.08017373085022,0.31183774024248123,0.08843467105180025,0.831327497959137,0.13983258977532387,0.13582090754061937,0.5911826759576797,0.587679497897625,0.03947225036099553,0.04296080349013209,0.004866761915036477,0.006309913645964116,0.06292466344311834,0.06111940601840615,0.1773548111319542,0.17630385421216488,0.0059208377846516665,0.006444120779633522,0.000486676198488567,0.0006309913769655395,0.24668698906898498,0.24449836649000645
19,9.144048842659084e-05,0.2410992357879877,0.13799768816679717,14.528656435012817,0.3470519185997546,0.24673358723521233,0.1391805289313197,14.098436713218689,0.34956851229071617,0.1502085067331791,13.92465341091156,0.31257888674736023,0.08783379662781954,0.8278189301490784,0.13799768816679717,0.1391805289313197,0.5746088206768036,0.590143695473671,0.03943722797557712,0.04275050852447748,0.0070204121489950925,0.006466623744927347,0.06209895797073841,0.06263123732060194,0.17238265387713908,0.17704311572015285,0.005915584415197373,0.006412576592992991,0.0007020412255769771,0.0006466623781307135,0.2410992357879877,0.24673358723521233
20,9.054634122155993e-05,0.23578570745885372,0.13688157517462968,14.387359380722046,0.3589373523369431,0.2451990284025669,0.1373167773708701,14.203426361083984,0.35104741156101227,0.1487477207556367,14.016444325447083,0.3130712956190109,0.08933702483773232,0.8259554803371429,0.13688157517462968,0.1373167773708701,0.5583416745066643,0.5875696018338203,0.039989236695691946,0.04330320144072175,0.006881044110195944,0.0064010280184447765,0.061596707161515954,0.06179254874587059,0.16750250924378635,0.17627088725566864,0.005998385744169355,0.006495480483863503,0.0006881044319015928,0.0006401028076652437,0.23578570745885372,0.2451990284025669
21,8.961267311259669e-05,0.2470393668860197,0.14312144797295331,14.143613386154176,0.3328838567249477,0.24917678348720074,0.14056109264492989,14.03363049030304,0.3435275927186012,0.15324933640658855,13.729007959365845,0.3040720783174038,0.08818917721509933,0.8606934621930122,0.14312144797295331,0.14056109264492989,0.5865652531385421,0.5957925915718079,0.0398864003829658,0.04301500925794244,0.006821756600402296,0.007342501194216311,0.06440464956685901,0.06325249001383781,0.17596958242356778,0.17873778752982616,0.005982960318215191,0.0064522516331635416,0.0006821756751378416,0.0007342501339735463,0.2470393668860197,0.24917678348720074
22,8.864040551740159e-05,0.24716001637279988,0.14086627773940563,14.264352679252625,0.3316104732453823,0.2412403393536806,0.1353526310995221,14.404761552810669,0.35672513395547867,0.14660987630486488,14.16346549987793,0.31990236416459084,0.08746294025331736,0.8212022930383682,0.14086627773940563,0.1353526310995221,0.5907203137874604,0.5777445584535599,0.04004899207502603,0.04261122737079859,0.005467419424530817,0.006166031816974282,0.06338982358574867,0.06090868217870593,0.17721610032022,0.17332337237894535,0.006007349025458098,0.006391684350091964,0.0005467419549859187,0.0006166031926113646,0.24716001637279988,0.2412403393536806
23,8.763049794670778e-05,0.2384401023387909,0.14045842550694942,14.252038192749023,0.35643179933540525,0.24175694212317467,0.138010716997087,14.255188703536987,0.35854166746139526,0.14973191544413567,14.009701490402222,0.32115838304162025,0.08657701034098864,0.8223997056484222,0.14045842550694942,0.138010716997087,0.5623883903026581,0.5757390633225441,0.03883198038674891,0.042216351721435785,0.006924914720730158,0.005979408393613994,0.06320628952234983,0.06210482120513916,0.168716524168849,0.17272172309458256,0.0058247972512617706,0.006332453049253672,0.0006924914812316274,0.0005979408524581231,0.2384401023387909,0.24175694212317467
24,8.65839470573599e-05,0.2342804942280054,0.13916007820516824,14.303150868415832,0.3635341810062528,0.2346479780972004,0.13442382030189037,14.41405701637268,0.36878474429249763,0.14568915031850338,14.195276141166687,0.33281124010682106,0.08558992948383093,0.826633520424366,0.13916007820516824,0.13442382030189037,0.550056891143322,0.5575207844376564,0.040097708627581594,0.04209074843674898,0.0062672655301867055,0.005874088004929945,0.06262203343212605,0.06049071764573455,0.1650170750916004,0.16725624166429043,0.006014656543266028,0.006313612451776862,0.0006267265629503527,0.0005874088092241436,0.2342804942280054,0.2346479780972004
25,8.550178566873413e-05,0.22144821062684059,0.12730584312230347,14.776947784423829,0.38962599225342276,0.2300567403435707,0.13618207164108753,14.381348967552185,0.380752045661211,0.1474215891212225,14.157249808311462,0.34665246680378914,0.0827079052105546,0.8269839584827423,0.12730584312230347,0.13618207164108753,0.5257307693362236,0.5396476909518242,0.03880943115800619,0.041452032048255205,0.006199324707267806,0.0066269137896597385,0.057287627924233676,0.06128192972391844,0.15771923661231996,0.1618943139910698,0.005821414920501411,0.006217805028427392,0.0006199324829140096,0.0006626913818763569,0.22144821062684059,0.2300567403435707
26,8.438508174347012e-05,0.21703132055699825,0.12511547803878784,14.87997829914093,0.39556129463016987,0.23412795923650265,0.13219198491424322,14.494547605514526,0.36855196207761765,0.14307834301143885,14.310256838798523,0.33303065970540047,0.08440591674298048,0.8176522254943848,0.12511547803878784,0.13219198491424322,0.5141564324498177,0.5591478124260902,0.03891216316260397,0.04168429970741272,0.00645596718240995,0.006445739069022238,0.05630196388810873,0.05948639148846269,0.15424693580716847,0.16774434968829155,0.005836824758443981,0.006252645223867148,0.0006455967240981408,0.0006445739236369263,0.21703132055699825,0.23412795923650265
27,8.32349373335208e-05,0.2260619167238474,0.13222750276327133,14.572161078453064,0.38027086313813924,0.22876896522939205,0.12983507104218006,14.627568125724792,0.3786947689950466,0.14015529118478298,14.464275240898132,0.3450528681278229,0.08414608053863049,0.8174825459718704,0.13222750276327133,0.12983507104218006,0.5334636226296425,0.5447843745350838,0.03889891025610268,0.04161818604916334,0.006856125361809973,0.006651399977272376,0.05950237475335598,0.05842578085139394,0.16003909297287464,0.16343531757593155,0.005834836733993143,0.006242728151846677,0.0006856125428384985,0.0006651399999100249,0.2260619167238474,0.22876896522939205
28,8.205248749256017e-05,0.21878348141908646,0.12574858628213406,14.833591747283936,0.39532416481524707,0.22531526908278465,0.1282258154824376,14.773170709609985,0.3850284218788147,0.13854974694550037,14.59502637386322,0.3522353433072567,0.0840587429702282,0.8064852580428123,0.12574858628213406,0.1282258154824376,0.5199908152222633,0.5358277857303619,0.03767346935346723,0.041541474871337414,0.005483469949103892,0.0063409164431504905,0.05658686244860291,0.05770161561667919,0.1559972506016493,0.1607483420521021,0.005651020613731817,0.006231221545021981,0.0005483470047693117,0.0006340916515910067,0.21878348141908646,0.22531526908278465
29,8.083889915582238e-05,0.2114197462797165,0.12297184374183416,14.870299458503723,0.4147553823888302,0.22516814433038235,0.12700523901730776,14.813791155815125,0.3838772736489773,0.13756238762289286,14.606640934944153,0.35005205124616623,0.08369376324117184,0.8127227649092674,0.12297184374183416,0.12700523901730776,0.49971979260444643,0.5372946932911873,0.03678804417140782,0.04138799989596009,0.0064826551912119616,0.006191699008923024,0.05533732827752828,0.05715235602110624,0.14991594478487968,0.16118841245770454,0.005518206860870123,0.006208200240507722,0.0006482655313448049,0.0006191699139890261,0.2114197462797165,0.22516814433038235
30,7.959536998847746e-05,0.2101400975137949,0.12493951767683029,14.894313073158264,0.4184722226113081,0.22984007187187672,0.13129584584385157,14.53732943534851,0.37707265838980675,0.14186623692512512,14.378047943115234,0.3436775244772434,0.08516039606183767,0.8143487051129341,0.12493951767683029,0.13129584584385157,0.4918608784675598,0.5458596050739288,0.03830182971432805,0.04178800154477358,0.006137711796327494,0.007308598083909601,0.05622278153896332,0.059083128813654184,0.14755826871842145,0.16375788673758507,0.005745274713262916,0.0062682004645466805,0.0006137711894552922,0.000730859817849705,0.2101400975137949,0.22984007187187672
31,7.83231272036805e-05,0.21248175129294394,0.1261031175032258,14.860299348831177,0.4131899788044393,0.223026592284441,0.12896118219941854,14.672911167144775,0.39172080159187317,0.1395287523046136,14.478650212287903,0.36014091596007347,0.0822724997997284,0.8168711960315704,0.1261031175032258,0.12896118219941854,0.4972359538078308,0.527110144495964,0.03907317644916475,0.04099640203639865,0.00703583398135379,0.007115496671758592,0.056746401078999045,0.05803253035992384,0.1491707906126976,0.15813305042684078,0.005860976723488421,0.006149460561573505,0.0007035834038106259,0.0007115496882761363,0.21248175129294394,0.223026592284441
32,7.702342635146036e-05,0.2011654868721962,0.11880874671041966,15.15879909992218,0.4377344086766243,0.2197703681886196,0.12821939680725336,14.706938624382019,0.39989952370524406,0.13853896036744118,14.553765058517456,0.3689219728112221,0.08132439851760864,0.796858623623848,0.11880874671041966,0.12821939680725336,0.4709969639778137,0.5173012912273407,0.03793818834237754,0.040757810696959496,0.007117294002091512,0.007675746193854138,0.05346393473446369,0.05769872758537531,0.14129909556359052,0.1551903933286667,0.005690728535410017,0.0061136719305068254,0.0007117294087947811,0.0007675746510358294,0.2011654868721962,0.2197703681886196
33,7.56975500796434e-05,0.22666763104498386,0.13532281126827,14.281536841392517,0.38896883111447095,0.22581621259450912,0.12760881148278713,14.834091186523438,0.38154420629143715,0.13905988447368145,14.567968606948853,0.34706736728549004,0.08369908295571804,0.8084110617637634,0.13532281126827,0.12760881148278713,0.5318208143115044,0.5387224406003952,0.03750448068603873,0.04117851285263896,0.006004425001447089,0.0059872830752283335,0.06089526377618313,0.057423964608460665,0.15954625103622674,0.1616167388856411,0.005625672289170325,0.006176777125801891,0.0006004425124046975,0.0005987283184367698,0.22666763104498386,0.22581621259450912
34,7.434680686803493e-05,0.20999863520264625,0.12519721426069735,14.774989795684814,0.4260133121162653,0.22485772520303726,0.12901541497558355,14.560285806655884,0.38822341337800026,0.14011644292622805,14.340901494026184,0.3554179407656193,0.08175145369023085,0.8211446404457092,0.12519721426069735,0.12901541497558355,0.4920211538672447,0.5332227870821953,0.03634814601391554,0.04084829520434141,0.006013164148316719,0.007067090191412717,0.05633874526247382,0.058056934736669064,0.14760635290294885,0.159966841340065,0.005452222132589668,0.006127244501840323,0.0006013164227624656,0.0007067090300552081,0.20999863520264625,0.22485772520303726
35,7.297252973710759e-05,0.21221170537173747,0.1277517355978489,14.860138773918152,0.4109621047973633,0.2230684757232666,0.1275048991665244,14.747755885124207,0.38933657109737396,0.1383825084194541,14.50487768650055,0.3569665923714638,0.08231925126165152,0.8275439739227295,0.1277517355978489,0.1275048991665244,0.4938925325870514,0.5294198468327522,0.03900124551728368,0.04104653839021921,0.007054741393949371,0.007083295058691874,0.057488279324024914,0.057377202436327934,0.14816776476800442,0.1588259618729353,0.0058501870837062596,0.0061569809331558645,0.0007054741543470299,0.0007083295204211026,0.21221170537173747,0.2230684757232666
36,7.157607493247112e-05,0.21189398057758807,0.12768164426088333,14.632865238189698,0.4218649923801422,0.21867973543703556,0.12588799931108952,14.910760521888733,0.39951616153120995,0.13629869557917118,14.713530659675598,0.3681124858558178,0.08308086358010769,0.7992575839161873,0.12768164426088333,0.12588799931108952,0.49375747740268705,0.5172919556498528,0.037653587339445946,0.04116123542189598,0.006619537557708099,0.006683636223897338,0.05745673831552267,0.05664959782734513,0.14812724869698285,0.1551875937730074,0.005648038315121085,0.006174185604322702,0.0006619537613005378,0.0006683636329398723,0.21189398057758807,0.21867973543703556
37,7.015882058642166e-05,0.19779262393712999,0.12180948462337256,15.156298565864564,0.4501901902258396,0.22335970029234886,0.13173989299684763,14.565704703330994,0.3937377706170082,0.14286764059215784,14.322778344154358,0.3613714687526226,0.08041279390454292,0.829312302172184,0.12180948462337256,0.13173989299684763,0.4558887675404549,0.5242179408669472,0.037448625359684226,0.040470457170158625,0.00594427954783896,0.007407889992464334,0.05481426641345024,0.059282951056957245,0.13676663693040608,0.15726538933813572,0.005617294041439891,0.006070568808354437,0.0005944279691902921,0.0007407890152535401,0.19779262393712999,0.22335970029234886
38,6.87221653578916e-05,0.21690201200544834,0.12915091700851916,14.583984184265137,0.4083759220317006,0.21754955500364304,0.1284381290897727,14.854779720306396,0.40455302968621254,0.1394853489473462,14.592284202575684,0.3727209158241749,0.08139068726450205,0.8094415366649628,0.12915091700851916,0.1284381290897727,0.5078604429960251,0.5099876374006271,0.0381012967787683,0.040826824493706226,0.007107688207179308,0.006320789514575154,0.05811791149899363,0.05779715580865741,0.1523581391200423,0.15299629606306553,0.005715194763615728,0.006124023871961981,0.0007107688383257482,0.0006320789652818348,0.21690201200544834,0.21754955500364304
39,6.726752705214197e-05,0.20500022806227208,0.12009440120309592,15.024506163597106,0.43146673403680325,0.21758424676954746,0.12650853674858809,14.758536100387573,0.4025985263288021,0.13751658704131842,14.543041110038757,0.37054216489195824,0.08075565006583929,0.8181525245308876,0.12009440120309592,0.12650853674858809,0.4828921020030975,0.5128450244665146,0.03654059073887765,0.04060676693916321,0.006090224672516342,0.007108804216841236,0.05404247911646962,0.05692884046584368,0.14486763644963502,0.15385351702570915,0.005481088836677373,0.006091015296988189,0.0006090224778745323,0.0007108804365998367,0.20500022806227208,0.21758424676954746
40,6.579634122155994e-05,0.20130516923964023,0.11944043934345246,14.988769674301148,0.4453251905739307,0.22135759145021439,0.12695071380585432,14.82422161102295,0.39602944254875183,0.13852522429078817,14.544482231140137,0.36283672600984573,0.08250930719077587,0.800036609172821,0.11944043934345246,0.12695071380585432,0.47118603736162185,0.5249836444854736,0.03677428443916142,0.04081836715340614,0.006850127154029906,0.0061191500863060355,0.05374819654971361,0.057127820327878,0.1413558168336749,0.15749510005116463,0.005516142887063325,0.006122755294200033,0.0006850127247162163,0.0006119150202721357,0.20130516923964023,0.22135759145021439
41,6.431005974894189e-05,0.20760977938771247,0.1250082379207015,14.883848166465759,0.42705229595303534,0.21408638171851635,0.12608206551522017,14.812183141708374,0.4113844595849514,0.13723951391875744,14.572886109352112,0.3802689351141453,0.08014904521405697,0.7994566112756729,0.1250082379207015,0.12608206551522017,0.48372352570295335,0.5019065216183662,0.03738669119775295,0.040416393894702196,0.006310090256738477,0.007150327815907076,0.05625370545312762,0.056736927945166826,0.14511706363409757,0.15057196468114853,0.005608003889210522,0.006062459258828312,0.0006310090373517596,0.0007150327983254101,0.20760977938771247,0.21408638171851635
42,6.281014941466034e-05,0.19748158156871795,0.11916541680693626,15.225462460517884,0.4505600303411484,0.2190176360309124,0.12815940380096436,14.784062504768372,0.4009225219488144,0.13938333466649055,14.523808121681213,0.3690523989498615,0.08122344221919775,0.8122596517205238,0.11916541680693626,0.12815940380096436,0.45909414291381834,0.5151345133781433,0.03698783260770142,0.040675900876522064,0.005807201992138289,0.007041587901767343,0.05362443621270359,0.057671730406582355,0.13772824816405774,0.15454035811126232,0.00554817512165755,0.00610138539923355,0.0005807202102005249,0.0007041587996354792,0.19748158156871795,0.2190176360309124
43,6.12980904491289e-05,0.20047252289950848,0.12171846386045218,15.053486824035645,0.4450099416077137,0.22141602635383606,0.12975759617984295,14.709839224815369,0.3974868170917034,0.1406086441129446,14.478596806526184,0.36658914387226105,0.08170916605740786,0.8110749274492264,0.12171846386045218,0.12975759617984295,0.4645096346735954,0.5206494033336639,0.03733322210609913,0.0407398771494627,0.007463342320988886,0.00719300436321646,0.05477330721914768,0.05839091772213578,0.1393528964370489,0.15619482658803463,0.00559998353710398,0.006110981805250049,0.0007463342386472505,0.0007193004385044333,0.20047252289950848,0.22141602635383606
44,5.977537507199341e-05,0.19829898364841939,0.11837227344512939,15.179113507270813,0.44647715166211127,0.21552390791475773,0.12662774603813887,14.892548680305481,0.408959049731493,0.13775749318301678,14.620154619216919,0.37804660201072693,0.08040575962513685,0.8028131648898125,0.11837227344512939,0.12662774603813887,0.46278825104236604,0.5060383826494217,0.037134598521515724,0.04040852980688214,0.006247924960916862,0.006686212378554046,0.05326752131804824,0.05698248418048024,0.13883648049086333,0.15181152150034904,0.005570189980790019,0.006061279738787562,0.0006247925091884099,0.0006686212400381919,0.19829898364841939,0.21552390791475773
45,5.8243506019491463e-05,0.19547802731394767,0.12172557488083839,15.342435598373413,0.4503375217318535,0.21088289842009544,0.1247874740511179,14.960599660873413,0.41856199130415916,0.13565720431506634,14.70667016506195,0.389320969581604,0.07860221713781357,0.8013215661048889,0.12172557488083839,0.1247874740511179,0.44774350374937055,0.4935813397169113,0.03873642273247242,0.03997235186398029,0.005679967283504084,0.006582738657016307,0.05477650724351406,0.056154361460357904,0.13432305678725243,0.1480744071304798,0.005810463614761829,0.005995853047352284,0.0005679967420292087,0.0006582738824363332,0.19547802731394767,0.21088289842009544
46,5.67039950614331e-05,0.19910864382982255,0.1223090523853898,15.007688617706298,0.44803277477622033,0.21535269729793072,0.12608290184289217,14.968930959701538,0.40970686078071594,0.13712355308234692,14.69270932674408,0.37910381704568863,0.0808720225468278,0.796118326485157,0.1223090523853898,0.12608290184289217,0.45932095497846603,0.506499283015728,0.03703442350961268,0.04029268957674503,0.007181147814844735,0.0062169942539185286,0.055039072316139935,0.056737303733825684,0.13779629152268172,0.1519497912377119,0.0055551637313328685,0.006043903646059334,0.0007181147933806642,0.0006216994479473215,0.19910864382982255,0.21535269729793072
